,name,qid,measure,value
55506,Advanced TFIDF,121317,P.5,0.2
55507,Advanced TFIDF,121317,P.10,0.1
55508,Advanced TFIDF,121317,P.100,0.03
55509,Advanced TFIDF,121317,ndcg_cut.5,0.2057
55510,Advanced TFIDF,121317,ndcg_cut.10,0.2057
55511,Advanced TFIDF,121317,ndcg_cut.100,0.3699
51824,Advanced TFIDF,12177,map,0.0
51825,Advanced TFIDF,12177,recip_rank,0.0
51826,Advanced TFIDF,12177,P.5,0.0
51827,Advanced TFIDF,12177,P.10,0.0
51828,Advanced TFIDF,12177,P.100,0.0
51829,Advanced TFIDF,12177,ndcg_cut.5,0.0
51830,Advanced TFIDF,12177,ndcg_cut.10,0.0
51831,Advanced TFIDF,12177,ndcg_cut.100,0.0
51832,Advanced TFIDF,12187,map,0.025
51833,Advanced TFIDF,12187,recip_rank,0.2
51834,Advanced TFIDF,12187,P.5,0.2
51835,Advanced TFIDF,12187,P.10,0.1
51836,Advanced TFIDF,12187,P.100,0.01
51837,Advanced TFIDF,12187,ndcg_cut.5,0.0762
51838,Advanced TFIDF,12187,ndcg_cut.10,0.0636
51839,Advanced TFIDF,12187,ndcg_cut.100,0.0636
56136,Advanced TFIDF,121995,map,0.0
56137,Advanced TFIDF,121995,recip_rank,0.0
56138,Advanced TFIDF,121995,P.5,0.0
56139,Advanced TFIDF,121995,P.10,0.0
56140,Advanced TFIDF,121995,P.100,0.0
56141,Advanced TFIDF,121995,ndcg_cut.5,0.0
56142,Advanced TFIDF,121995,ndcg_cut.10,0.0
56143,Advanced TFIDF,121995,ndcg_cut.100,0.0
56264,Advanced TFIDF,122071,map,0.1458
56265,Advanced TFIDF,122071,recip_rank,0.5
56266,Advanced TFIDF,122071,P.5,0.4
56267,Advanced TFIDF,122071,P.10,0.2
56268,Advanced TFIDF,122071,P.100,0.02
56269,Advanced TFIDF,122071,ndcg_cut.5,0.2988
56270,Advanced TFIDF,122071,ndcg_cut.10,0.2427
56271,Advanced TFIDF,122071,ndcg_cut.100,0.2427
56472,Advanced TFIDF,122232,map,0.5927
56473,Advanced TFIDF,122232,recip_rank,1.0
56474,Advanced TFIDF,122232,P.5,0.6
56475,Advanced TFIDF,122232,P.10,0.3
56476,Advanced TFIDF,122232,P.100,0.04
56477,Advanced TFIDF,122232,ndcg_cut.5,0.5251
56478,Advanced TFIDF,122232,ndcg_cut.10,0.5251
56479,Advanced TFIDF,122232,ndcg_cut.100,0.6469
56736,Advanced TFIDF,122407,map,0.2045
56737,Advanced TFIDF,122407,recip_rank,1.0
56738,Advanced TFIDF,122407,P.5,0.2
56739,Advanced TFIDF,122407,P.10,0.1
56740,Advanced TFIDF,122407,P.100,0.02
56741,Advanced TFIDF,122407,ndcg_cut.5,0.2533
56742,Advanced TFIDF,122407,ndcg_cut.10,0.2533
56743,Advanced TFIDF,122407,ndcg_cut.100,0.2924
56896,Advanced TFIDF,122485,map,0.5272
56897,Advanced TFIDF,122485,recip_rank,1.0
56898,Advanced TFIDF,122485,P.5,0.8
56899,Advanced TFIDF,122485,P.10,0.4
56900,Advanced TFIDF,122485,P.100,0.05
56901,Advanced TFIDF,122485,ndcg_cut.5,0.6576
56902,Advanced TFIDF,122485,ndcg_cut.10,0.5561
56903,Advanced TFIDF,122485,ndcg_cut.100,0.6231
57120,Advanced TFIDF,122620,map,0.1862
57121,Advanced TFIDF,122620,recip_rank,0.5
57122,Advanced TFIDF,122620,P.5,0.4
57123,Advanced TFIDF,122620,P.10,0.2
57124,Advanced TFIDF,122620,P.100,0.03
57125,Advanced TFIDF,122620,ndcg_cut.5,0.3246
57126,Advanced TFIDF,122620,ndcg_cut.10,0.3246
57127,Advanced TFIDF,122620,ndcg_cut.100,0.3544
57352,Advanced TFIDF,122831,map,0.0
57353,Advanced TFIDF,122831,recip_rank,0.0
57354,Advanced TFIDF,122831,P.5,0.0
57355,Advanced TFIDF,122831,P.10,0.0
57356,Advanced TFIDF,122831,P.100,0.0
57357,Advanced TFIDF,122831,ndcg_cut.5,0.0
57358,Advanced TFIDF,122831,ndcg_cut.10,0.0
57359,Advanced TFIDF,122831,ndcg_cut.100,0.0
45968,Advanced TFIDF,122891,map,0.6203
45969,Advanced TFIDF,122891,recip_rank,0.5
45970,Advanced TFIDF,122891,P.5,0.8
45971,Advanced TFIDF,122891,P.10,0.4
45972,Advanced TFIDF,122891,P.100,0.05
45973,Advanced TFIDF,122891,ndcg_cut.5,0.7072
45974,Advanced TFIDF,122891,ndcg_cut.10,0.7072
45975,Advanced TFIDF,122891,ndcg_cut.100,0.7549
46016,Advanced TFIDF,122903,map,0.0
46017,Advanced TFIDF,122903,recip_rank,0.0
46018,Advanced TFIDF,122903,P.5,0.0
46019,Advanced TFIDF,122903,P.10,0.0
46020,Advanced TFIDF,122903,P.100,0.0
46021,Advanced TFIDF,122903,ndcg_cut.5,0.0
46022,Advanced TFIDF,122903,ndcg_cut.10,0.0
46023,Advanced TFIDF,122903,ndcg_cut.100,0.0
46224,Advanced TFIDF,122994,map,0.0099
46225,Advanced TFIDF,122994,recip_rank,0.0455
46226,Advanced TFIDF,122994,P.5,0.0
46227,Advanced TFIDF,122994,P.10,0.0
46228,Advanced TFIDF,122994,P.100,0.02
46229,Advanced TFIDF,122994,ndcg_cut.5,0.0
46230,Advanced TFIDF,122994,ndcg_cut.10,0.0
46231,Advanced TFIDF,122994,ndcg_cut.100,0.0964
46544,Advanced TFIDF,123187,map,0.6115
46545,Advanced TFIDF,123187,recip_rank,1.0
46546,Advanced TFIDF,123187,P.5,0.6
46547,Advanced TFIDF,123187,P.10,0.3
46548,Advanced TFIDF,123187,P.100,0.04
46549,Advanced TFIDF,123187,ndcg_cut.5,0.6312
46550,Advanced TFIDF,123187,ndcg_cut.10,0.6312
46551,Advanced TFIDF,123187,ndcg_cut.100,0.6977
46552,Advanced TFIDF,123190,map,0.001
46553,Advanced TFIDF,123190,recip_rank,0.0125
46554,Advanced TFIDF,123190,P.5,0.0
46555,Advanced TFIDF,123190,P.10,0.0
46556,Advanced TFIDF,123190,P.100,0.01
46557,Advanced TFIDF,123190,ndcg_cut.5,0.0
46558,Advanced TFIDF,123190,ndcg_cut.10,0.0
46559,Advanced TFIDF,123190,ndcg_cut.100,0.0182
52064,Advanced TFIDF,12325,map,0.0051
52065,Advanced TFIDF,12325,recip_rank,0.0256
52066,Advanced TFIDF,12325,P.5,0.0
52067,Advanced TFIDF,12325,P.10,0.0
52068,Advanced TFIDF,12325,P.100,0.02
52069,Advanced TFIDF,12325,ndcg_cut.5,0.0
52070,Advanced TFIDF,12325,ndcg_cut.10,0.0
52071,Advanced TFIDF,12325,ndcg_cut.100,0.0769
46680,Advanced TFIDF,123289,map,0.4167
46681,Advanced TFIDF,123289,recip_rank,1.0
46682,Advanced TFIDF,123289,P.5,0.4
46683,Advanced TFIDF,123289,P.10,0.2
46684,Advanced TFIDF,123289,P.100,0.02
46685,Advanced TFIDF,123289,ndcg_cut.5,0.3578
46686,Advanced TFIDF,123289,ndcg_cut.10,0.3578
46687,Advanced TFIDF,123289,ndcg_cut.100,0.3578
46824,Advanced TFIDF,123361,map,0.4667
46825,Advanced TFIDF,123361,recip_rank,1.0
46826,Advanced TFIDF,123361,P.5,0.4
46827,Advanced TFIDF,123361,P.10,0.2
46828,Advanced TFIDF,123361,P.100,0.02
46829,Advanced TFIDF,123361,ndcg_cut.5,0.4715
46830,Advanced TFIDF,123361,ndcg_cut.10,0.4715
46831,Advanced TFIDF,123361,ndcg_cut.100,0.4715
46832,Advanced TFIDF,123374,map,0.0
46833,Advanced TFIDF,123374,recip_rank,0.0
46834,Advanced TFIDF,123374,P.5,0.0
46835,Advanced TFIDF,123374,P.10,0.0
46836,Advanced TFIDF,123374,P.100,0.0
46837,Advanced TFIDF,123374,ndcg_cut.5,0.0
46838,Advanced TFIDF,123374,ndcg_cut.10,0.0
46839,Advanced TFIDF,123374,ndcg_cut.100,0.0
46960,Advanced TFIDF,123467,map,0.697
46961,Advanced TFIDF,123467,recip_rank,1.0
46962,Advanced TFIDF,123467,P.5,0.8
46963,Advanced TFIDF,123467,P.10,0.5
46964,Advanced TFIDF,123467,P.100,0.07
46965,Advanced TFIDF,123467,ndcg_cut.5,0.5594
46966,Advanced TFIDF,123467,ndcg_cut.10,0.541
46967,Advanced TFIDF,123467,ndcg_cut.100,0.6869
47056,Advanced TFIDF,123510,map,0.4277
47057,Advanced TFIDF,123510,recip_rank,1.0
47058,Advanced TFIDF,123510,P.5,0.6
47059,Advanced TFIDF,123510,P.10,0.5
47060,Advanced TFIDF,123510,P.100,0.07
47061,Advanced TFIDF,123510,ndcg_cut.5,0.4775
47062,Advanced TFIDF,123510,ndcg_cut.10,0.5065
47063,Advanced TFIDF,123510,ndcg_cut.100,0.5448
52120,Advanced TFIDF,12357,map,0.1565
52121,Advanced TFIDF,12357,recip_rank,0.3333
52122,Advanced TFIDF,12357,P.5,0.2
52123,Advanced TFIDF,12357,P.10,0.3
52124,Advanced TFIDF,12357,P.100,0.04
52125,Advanced TFIDF,12357,ndcg_cut.5,0.1815
52126,Advanced TFIDF,12357,ndcg_cut.10,0.3002
52127,Advanced TFIDF,12357,ndcg_cut.100,0.3417
48744,Advanced TFIDF,124776,map,0.0056
48745,Advanced TFIDF,124776,recip_rank,0.0169
48746,Advanced TFIDF,124776,P.5,0.0
48747,Advanced TFIDF,124776,P.10,0.0
48748,Advanced TFIDF,124776,P.100,0.01
48749,Advanced TFIDF,124776,ndcg_cut.5,0.0
48750,Advanced TFIDF,124776,ndcg_cut.10,0.0
48751,Advanced TFIDF,124776,ndcg_cut.100,0.0541
48880,Advanced TFIDF,124886,map,0.077
48881,Advanced TFIDF,124886,recip_rank,0.2
48882,Advanced TFIDF,124886,P.5,0.2
48883,Advanced TFIDF,124886,P.10,0.2
48884,Advanced TFIDF,124886,P.100,0.04
48885,Advanced TFIDF,124886,ndcg_cut.5,0.0762
48886,Advanced TFIDF,124886,ndcg_cut.10,0.1172
48887,Advanced TFIDF,124886,ndcg_cut.100,0.2058
48976,Advanced TFIDF,124930,map,0.2633
48977,Advanced TFIDF,124930,recip_rank,1.0
48978,Advanced TFIDF,124930,P.5,0.2
48979,Advanced TFIDF,124930,P.10,0.1
48980,Advanced TFIDF,124930,P.100,0.03
48981,Advanced TFIDF,124930,ndcg_cut.5,0.363
48982,Advanced TFIDF,124930,ndcg_cut.10,0.363
48983,Advanced TFIDF,124930,ndcg_cut.100,0.5437
49384,Advanced TFIDF,125245,map,0.3158
49385,Advanced TFIDF,125245,recip_rank,1.0
49386,Advanced TFIDF,125245,P.5,0.4
49387,Advanced TFIDF,125245,P.10,0.2
49388,Advanced TFIDF,125245,P.100,0.03
49389,Advanced TFIDF,125245,ndcg_cut.5,0.3665
49390,Advanced TFIDF,125245,ndcg_cut.10,0.3665
49391,Advanced TFIDF,125245,ndcg_cut.100,0.4037
52424,Advanced TFIDF,12543,map,1.0
52425,Advanced TFIDF,12543,recip_rank,1.0
52426,Advanced TFIDF,12543,P.5,1.0
52427,Advanced TFIDF,12543,P.10,0.9
52428,Advanced TFIDF,12543,P.100,0.09
52429,Advanced TFIDF,12543,ndcg_cut.5,1.0
52430,Advanced TFIDF,12543,ndcg_cut.10,1.0
52431,Advanced TFIDF,12543,ndcg_cut.100,1.0
50096,Advanced TFIDF,125767,map,0.7011
50097,Advanced TFIDF,125767,recip_rank,1.0
50098,Advanced TFIDF,125767,P.5,0.4
50099,Advanced TFIDF,125767,P.10,0.2
50100,Advanced TFIDF,125767,P.100,0.03
50101,Advanced TFIDF,125767,ndcg_cut.5,0.6994
50102,Advanced TFIDF,125767,ndcg_cut.10,0.6994
50103,Advanced TFIDF,125767,ndcg_cut.100,0.8077
50280,Advanced TFIDF,125896,map,0.0
50281,Advanced TFIDF,125896,recip_rank,0.0
50282,Advanced TFIDF,125896,P.5,0.0
50283,Advanced TFIDF,125896,P.10,0.0
50284,Advanced TFIDF,125896,P.100,0.0
50285,Advanced TFIDF,125896,ndcg_cut.5,0.0
50286,Advanced TFIDF,125896,ndcg_cut.10,0.0
50287,Advanced TFIDF,125896,ndcg_cut.100,0.0
50496,Advanced TFIDF,126089,map,0.6423
50497,Advanced TFIDF,126089,recip_rank,1.0
50498,Advanced TFIDF,126089,P.5,0.8
50499,Advanced TFIDF,126089,P.10,0.4
50500,Advanced TFIDF,126089,P.100,0.05
50501,Advanced TFIDF,126089,ndcg_cut.5,0.8168
50502,Advanced TFIDF,126089,ndcg_cut.10,0.7632
50503,Advanced TFIDF,126089,ndcg_cut.100,0.8194
52624,Advanced TFIDF,12693,map,0.4792
52625,Advanced TFIDF,12693,recip_rank,0.5
52626,Advanced TFIDF,12693,P.5,0.6
52627,Advanced TFIDF,12693,P.10,0.3
52628,Advanced TFIDF,12693,P.100,0.03
52629,Advanced TFIDF,12693,ndcg_cut.5,0.6422
52630,Advanced TFIDF,12693,ndcg_cut.10,0.6422
52631,Advanced TFIDF,12693,ndcg_cut.100,0.6422
52632,Advanced TFIDF,12694,map,0.9092
52633,Advanced TFIDF,12694,recip_rank,1.0
52634,Advanced TFIDF,12694,P.5,1.0
52635,Advanced TFIDF,12694,P.10,0.8
52636,Advanced TFIDF,12694,P.100,0.1
52637,Advanced TFIDF,12694,ndcg_cut.5,0.6566
52638,Advanced TFIDF,12694,ndcg_cut.10,0.6981
52639,Advanced TFIDF,12694,ndcg_cut.100,0.8132
52664,Advanced TFIDF,12736,map,0.6933
52665,Advanced TFIDF,12736,recip_rank,1.0
52666,Advanced TFIDF,12736,P.5,0.8
52667,Advanced TFIDF,12736,P.10,0.5
52668,Advanced TFIDF,12736,P.100,0.06
52669,Advanced TFIDF,12736,ndcg_cut.5,0.6144
52670,Advanced TFIDF,12736,ndcg_cut.10,0.6379
52671,Advanced TFIDF,12736,ndcg_cut.100,0.7107
52680,Advanced TFIDF,12743,map,0.1154
52681,Advanced TFIDF,12743,recip_rank,0.5
52682,Advanced TFIDF,12743,P.5,0.2
52683,Advanced TFIDF,12743,P.10,0.1
52684,Advanced TFIDF,12743,P.100,0.02
52685,Advanced TFIDF,12743,ndcg_cut.5,0.1378
52686,Advanced TFIDF,12743,ndcg_cut.10,0.1378
52687,Advanced TFIDF,12743,ndcg_cut.100,0.2296
52744,Advanced TFIDF,12796,map,0.0283
52745,Advanced TFIDF,12796,recip_rank,0.0185
52746,Advanced TFIDF,12796,P.5,0.0
52747,Advanced TFIDF,12796,P.10,0.0
52748,Advanced TFIDF,12796,P.100,0.04
52749,Advanced TFIDF,12796,ndcg_cut.5,0.0
52750,Advanced TFIDF,12796,ndcg_cut.10,0.0
52751,Advanced TFIDF,12796,ndcg_cut.100,0.2153
52896,Advanced TFIDF,12880,map,0.1389
52897,Advanced TFIDF,12880,recip_rank,0.3333
52898,Advanced TFIDF,12880,P.5,0.2
52899,Advanced TFIDF,12880,P.10,0.2
52900,Advanced TFIDF,12880,P.100,0.02
52901,Advanced TFIDF,12880,ndcg_cut.5,0.1404
52902,Advanced TFIDF,12880,ndcg_cut.10,0.2249
52903,Advanced TFIDF,12880,ndcg_cut.100,0.2249
52976,Advanced TFIDF,12923,map,0.4504
52977,Advanced TFIDF,12923,recip_rank,1.0
52978,Advanced TFIDF,12923,P.5,0.4
52979,Advanced TFIDF,12923,P.10,0.3
52980,Advanced TFIDF,12923,P.100,0.04
52981,Advanced TFIDF,12923,ndcg_cut.5,0.4922
52982,Advanced TFIDF,12923,ndcg_cut.10,0.5623
52983,Advanced TFIDF,12923,ndcg_cut.100,0.6328
53008,Advanced TFIDF,12934,map,0.876
53009,Advanced TFIDF,12934,recip_rank,1.0
53010,Advanced TFIDF,12934,P.5,1.0
53011,Advanced TFIDF,12934,P.10,0.7
53012,Advanced TFIDF,12934,P.100,0.08
53013,Advanced TFIDF,12934,ndcg_cut.5,0.8535
53014,Advanced TFIDF,12934,ndcg_cut.10,0.8748
53015,Advanced TFIDF,12934,ndcg_cut.100,0.9025
53016,Advanced TFIDF,12943,map,0.6297
53017,Advanced TFIDF,12943,recip_rank,1.0
53018,Advanced TFIDF,12943,P.5,0.4
53019,Advanced TFIDF,12943,P.10,0.4
53020,Advanced TFIDF,12943,P.100,0.05
53021,Advanced TFIDF,12943,ndcg_cut.5,0.6663
53022,Advanced TFIDF,12943,ndcg_cut.10,0.841
53023,Advanced TFIDF,12943,ndcg_cut.100,0.8829
53072,Advanced TFIDF,12995,map,0.657
53073,Advanced TFIDF,12995,recip_rank,1.0
53074,Advanced TFIDF,12995,P.5,1.0
53075,Advanced TFIDF,12995,P.10,0.6
53076,Advanced TFIDF,12995,P.100,0.08
53077,Advanced TFIDF,12995,ndcg_cut.5,0.8304
53078,Advanced TFIDF,12995,ndcg_cut.10,0.6571
53079,Advanced TFIDF,12995,ndcg_cut.100,0.7463
53128,Advanced TFIDF,13021,map,0.5744
53129,Advanced TFIDF,13021,recip_rank,1.0
53130,Advanced TFIDF,13021,P.5,0.4
53131,Advanced TFIDF,13021,P.10,0.2
53132,Advanced TFIDF,13021,P.100,0.03
53133,Advanced TFIDF,13021,ndcg_cut.5,0.4791
53134,Advanced TFIDF,13021,ndcg_cut.10,0.4791
53135,Advanced TFIDF,13021,ndcg_cut.100,0.5901
53200,Advanced TFIDF,13050,map,0.4875
53201,Advanced TFIDF,13050,recip_rank,0.5
53202,Advanced TFIDF,13050,P.5,0.8
53203,Advanced TFIDF,13050,P.10,0.4
53204,Advanced TFIDF,13050,P.100,0.05
53205,Advanced TFIDF,13050,ndcg_cut.5,0.5952
53206,Advanced TFIDF,13050,ndcg_cut.10,0.5613
53207,Advanced TFIDF,13050,ndcg_cut.100,0.6302
53280,Advanced TFIDF,13146,map,0.4668
53281,Advanced TFIDF,13146,recip_rank,1.0
53282,Advanced TFIDF,13146,P.5,0.4
53283,Advanced TFIDF,13146,P.10,0.2
53284,Advanced TFIDF,13146,P.100,0.04
53285,Advanced TFIDF,13146,ndcg_cut.5,0.4262
53286,Advanced TFIDF,13146,ndcg_cut.10,0.4262
53287,Advanced TFIDF,13146,ndcg_cut.100,0.592
53392,Advanced TFIDF,13240,map,0.5348
53393,Advanced TFIDF,13240,recip_rank,1.0
53394,Advanced TFIDF,13240,P.5,0.4
53395,Advanced TFIDF,13240,P.10,0.3
53396,Advanced TFIDF,13240,P.100,0.04
53397,Advanced TFIDF,13240,ndcg_cut.5,0.444
53398,Advanced TFIDF,13240,ndcg_cut.10,0.603
53399,Advanced TFIDF,13240,ndcg_cut.100,0.6582
46264,Advanced TFIDF,133,map,0.46
46265,Advanced TFIDF,133,recip_rank,1.0
46266,Advanced TFIDF,133,P.5,0.4
46267,Advanced TFIDF,133,P.10,0.3
46268,Advanced TFIDF,133,P.100,0.03
46269,Advanced TFIDF,133,ndcg_cut.5,0.4131
46270,Advanced TFIDF,133,ndcg_cut.10,0.4863
46271,Advanced TFIDF,133,ndcg_cut.100,0.4863
53472,Advanced TFIDF,13303,map,0.3843
53473,Advanced TFIDF,13303,recip_rank,1.0
53474,Advanced TFIDF,13303,P.5,0.6
53475,Advanced TFIDF,13303,P.10,0.3
53476,Advanced TFIDF,13303,P.100,0.05
53477,Advanced TFIDF,13303,ndcg_cut.5,0.7227
53478,Advanced TFIDF,13303,ndcg_cut.10,0.54
53479,Advanced TFIDF,13303,ndcg_cut.100,0.6215
53488,Advanced TFIDF,13320,map,1.0
53489,Advanced TFIDF,13320,recip_rank,1.0
53490,Advanced TFIDF,13320,P.5,1.0
53491,Advanced TFIDF,13320,P.10,0.6
53492,Advanced TFIDF,13320,P.100,0.06
53493,Advanced TFIDF,13320,ndcg_cut.5,0.8908
53494,Advanced TFIDF,13320,ndcg_cut.10,0.8987
53495,Advanced TFIDF,13320,ndcg_cut.100,0.8987
53536,Advanced TFIDF,13368,map,0.8667
53537,Advanced TFIDF,13368,recip_rank,1.0
53538,Advanced TFIDF,13368,P.5,0.6
53539,Advanced TFIDF,13368,P.10,0.3
53540,Advanced TFIDF,13368,P.100,0.03
53541,Advanced TFIDF,13368,ndcg_cut.5,0.768
53542,Advanced TFIDF,13368,ndcg_cut.10,0.768
53543,Advanced TFIDF,13368,ndcg_cut.100,0.768
54912,Advanced TFIDF,14411,map,0.8604
54913,Advanced TFIDF,14411,recip_rank,1.0
54914,Advanced TFIDF,14411,P.5,1.0
54915,Advanced TFIDF,14411,P.10,0.5
54916,Advanced TFIDF,14411,P.100,0.06
54917,Advanced TFIDF,14411,ndcg_cut.5,0.9065
54918,Advanced TFIDF,14411,ndcg_cut.10,0.8315
54919,Advanced TFIDF,14411,ndcg_cut.100,0.8758
54952,Advanced TFIDF,14464,map,0.6786
54953,Advanced TFIDF,14464,recip_rank,1.0
54954,Advanced TFIDF,14464,P.5,0.6
54955,Advanced TFIDF,14464,P.10,0.7
54956,Advanced TFIDF,14464,P.100,0.11
54957,Advanced TFIDF,14464,ndcg_cut.5,0.5941
54958,Advanced TFIDF,14464,ndcg_cut.10,0.6378
54959,Advanced TFIDF,14464,ndcg_cut.100,0.8112
54992,Advanced TFIDF,14491,map,0.5843
54993,Advanced TFIDF,14491,recip_rank,1.0
54994,Advanced TFIDF,14491,P.5,0.4
54995,Advanced TFIDF,14491,P.10,0.4
54996,Advanced TFIDF,14491,P.100,0.06
54997,Advanced TFIDF,14491,ndcg_cut.5,0.4131
54998,Advanced TFIDF,14491,ndcg_cut.10,0.6177
54999,Advanced TFIDF,14491,ndcg_cut.100,0.721
55040,Advanced TFIDF,14558,map,0.8
55041,Advanced TFIDF,14558,recip_rank,1.0
55042,Advanced TFIDF,14558,P.5,0.8
55043,Advanced TFIDF,14558,P.10,0.4
55044,Advanced TFIDF,14558,P.100,0.04
55045,Advanced TFIDF,14558,ndcg_cut.5,0.7912
55046,Advanced TFIDF,14558,ndcg_cut.10,0.7912
55047,Advanced TFIDF,14558,ndcg_cut.100,0.7912
55104,Advanced TFIDF,14589,map,1.0
55105,Advanced TFIDF,14589,recip_rank,1.0
55106,Advanced TFIDF,14589,P.5,1.0
55107,Advanced TFIDF,14589,P.10,0.5
55108,Advanced TFIDF,14589,P.100,0.05
55109,Advanced TFIDF,14589,ndcg_cut.5,1.0
55110,Advanced TFIDF,14589,ndcg_cut.10,1.0
55111,Advanced TFIDF,14589,ndcg_cut.100,1.0
55248,Advanced TFIDF,14653,map,0.1667
55249,Advanced TFIDF,14653,recip_rank,0.5
55250,Advanced TFIDF,14653,P.5,0.2
55251,Advanced TFIDF,14653,P.10,0.1
55252,Advanced TFIDF,14653,P.100,0.01
55253,Advanced TFIDF,14653,ndcg_cut.5,0.3354
55254,Advanced TFIDF,14653,ndcg_cut.10,0.3354
55255,Advanced TFIDF,14653,ndcg_cut.100,0.3354
55296,Advanced TFIDF,14696,map,1.0
55297,Advanced TFIDF,14696,recip_rank,1.0
55298,Advanced TFIDF,14696,P.5,1.0
55299,Advanced TFIDF,14696,P.10,0.5
55300,Advanced TFIDF,14696,P.100,0.05
55301,Advanced TFIDF,14696,ndcg_cut.5,0.8661
55302,Advanced TFIDF,14696,ndcg_cut.10,0.8661
55303,Advanced TFIDF,14696,ndcg_cut.100,0.8661
55384,Advanced TFIDF,14746,map,0.3882
55385,Advanced TFIDF,14746,recip_rank,1.0
55386,Advanced TFIDF,14746,P.5,0.4
55387,Advanced TFIDF,14746,P.10,0.2
55388,Advanced TFIDF,14746,P.100,0.03
55389,Advanced TFIDF,14746,ndcg_cut.5,0.6825
55390,Advanced TFIDF,14746,ndcg_cut.10,0.6825
55391,Advanced TFIDF,14746,ndcg_cut.100,0.7304
55432,Advanced TFIDF,14770,map,0.8503
55433,Advanced TFIDF,14770,recip_rank,1.0
55434,Advanced TFIDF,14770,P.5,1.0
55435,Advanced TFIDF,14770,P.10,0.5
55436,Advanced TFIDF,14770,P.100,0.06
55437,Advanced TFIDF,14770,ndcg_cut.5,0.7467
55438,Advanced TFIDF,14770,ndcg_cut.10,0.6849
55439,Advanced TFIDF,14770,ndcg_cut.100,0.7636
55456,Advanced TFIDF,14787,map,0.3561
55457,Advanced TFIDF,14787,recip_rank,1.0
55458,Advanced TFIDF,14787,P.5,0.4
55459,Advanced TFIDF,14787,P.10,0.2
55460,Advanced TFIDF,14787,P.100,0.03
55461,Advanced TFIDF,14787,ndcg_cut.5,0.6422
55462,Advanced TFIDF,14787,ndcg_cut.10,0.6001
55463,Advanced TFIDF,14787,ndcg_cut.100,0.6408
55496,Advanced TFIDF,14819,map,0.9762
55497,Advanced TFIDF,14819,recip_rank,1.0
55498,Advanced TFIDF,14819,P.5,1.0
55499,Advanced TFIDF,14819,P.10,0.6
55500,Advanced TFIDF,14819,P.100,0.06
55501,Advanced TFIDF,14819,ndcg_cut.5,0.8734
55502,Advanced TFIDF,14819,ndcg_cut.10,0.8785
55503,Advanced TFIDF,14819,ndcg_cut.100,0.8785
55648,Advanced TFIDF,14980,map,0.2073
55649,Advanced TFIDF,14980,recip_rank,1.0
55650,Advanced TFIDF,14980,P.5,0.2
55651,Advanced TFIDF,14980,P.10,0.1
55652,Advanced TFIDF,14980,P.100,0.02
55653,Advanced TFIDF,14980,ndcg_cut.5,0.2184
55654,Advanced TFIDF,14980,ndcg_cut.10,0.2184
55655,Advanced TFIDF,14980,ndcg_cut.100,0.2936
55656,Advanced TFIDF,14987,map,1.0
55657,Advanced TFIDF,14987,recip_rank,1.0
55658,Advanced TFIDF,14987,P.5,1.0
55659,Advanced TFIDF,14987,P.10,0.6
55660,Advanced TFIDF,14987,P.100,0.06
55661,Advanced TFIDF,14987,ndcg_cut.5,0.9065
55662,Advanced TFIDF,14987,ndcg_cut.10,0.9143
55663,Advanced TFIDF,14987,ndcg_cut.100,0.9143
55808,Advanced TFIDF,15126,map,0.4438
55809,Advanced TFIDF,15126,recip_rank,0.5
55810,Advanced TFIDF,15126,P.5,0.8
55811,Advanced TFIDF,15126,P.10,0.5
55812,Advanced TFIDF,15126,P.100,0.05
55813,Advanced TFIDF,15126,ndcg_cut.5,0.482
55814,Advanced TFIDF,15126,ndcg_cut.10,0.461
55815,Advanced TFIDF,15126,ndcg_cut.100,0.461
55856,Advanced TFIDF,15190,map,0.6159
55857,Advanced TFIDF,15190,recip_rank,0.5
55858,Advanced TFIDF,15190,P.5,0.8
55859,Advanced TFIDF,15190,P.10,0.7
55860,Advanced TFIDF,15190,P.100,0.1
55861,Advanced TFIDF,15190,ndcg_cut.5,0.503
55862,Advanced TFIDF,15190,ndcg_cut.10,0.5918
55863,Advanced TFIDF,15190,ndcg_cut.100,0.7342
46320,Advanced TFIDF,152,map,0.5833
46321,Advanced TFIDF,152,recip_rank,1.0
46322,Advanced TFIDF,152,P.5,0.4
46323,Advanced TFIDF,152,P.10,0.3
46324,Advanced TFIDF,152,P.100,0.04
46325,Advanced TFIDF,152,ndcg_cut.5,0.444
46326,Advanced TFIDF,152,ndcg_cut.10,0.6139
46327,Advanced TFIDF,152,ndcg_cut.100,0.6783
55880,Advanced TFIDF,15209,map,0.3449
55881,Advanced TFIDF,15209,recip_rank,1.0
55882,Advanced TFIDF,15209,P.5,0.4
55883,Advanced TFIDF,15209,P.10,0.3
55884,Advanced TFIDF,15209,P.100,0.06
55885,Advanced TFIDF,15209,ndcg_cut.5,0.592
55886,Advanced TFIDF,15209,ndcg_cut.10,0.5227
55887,Advanced TFIDF,15209,ndcg_cut.100,0.656
55888,Advanced TFIDF,15216,map,0.1667
55889,Advanced TFIDF,15216,recip_rank,1.0
55890,Advanced TFIDF,15216,P.5,0.2
55891,Advanced TFIDF,15216,P.10,0.1
55892,Advanced TFIDF,15216,P.100,0.02
55893,Advanced TFIDF,15216,ndcg_cut.5,0.3937
55894,Advanced TFIDF,15216,ndcg_cut.10,0.3467
