,name,qid,measure,value
9549,Basic TFIDF,14819,ndcg_cut.5,0.8558
9550,Basic TFIDF,14819,ndcg_cut.10,0.8677
9551,Basic TFIDF,14819,ndcg_cut.100,0.8677
9696,Basic TFIDF,14980,map,0.0
9697,Basic TFIDF,14980,recip_rank,0.0
9698,Basic TFIDF,14980,P.5,0.0
9699,Basic TFIDF,14980,P.10,0.0
9700,Basic TFIDF,14980,P.100,0.0
9701,Basic TFIDF,14980,ndcg_cut.5,0.0
9702,Basic TFIDF,14980,ndcg_cut.10,0.0
9703,Basic TFIDF,14980,ndcg_cut.100,0.0
9704,Basic TFIDF,14987,map,1.0
9705,Basic TFIDF,14987,recip_rank,1.0
9706,Basic TFIDF,14987,P.5,1.0
9707,Basic TFIDF,14987,P.10,0.6
9708,Basic TFIDF,14987,P.100,0.06
9709,Basic TFIDF,14987,ndcg_cut.5,0.7467
9710,Basic TFIDF,14987,ndcg_cut.10,0.8504
9711,Basic TFIDF,14987,ndcg_cut.100,0.8504
9856,Basic TFIDF,15126,map,0.3635
9857,Basic TFIDF,15126,recip_rank,1.0
9858,Basic TFIDF,15126,P.5,0.6
9859,Basic TFIDF,15126,P.10,0.3
9860,Basic TFIDF,15126,P.100,0.04
9861,Basic TFIDF,15126,ndcg_cut.5,0.4734
9862,Basic TFIDF,15126,ndcg_cut.10,0.3952
9863,Basic TFIDF,15126,ndcg_cut.100,0.4384
9904,Basic TFIDF,15190,map,0.4521
9905,Basic TFIDF,15190,recip_rank,0.5
9906,Basic TFIDF,15190,P.5,0.8
9907,Basic TFIDF,15190,P.10,0.5
9908,Basic TFIDF,15190,P.100,0.08
9909,Basic TFIDF,15190,ndcg_cut.5,0.503
9910,Basic TFIDF,15190,ndcg_cut.10,0.4496
9911,Basic TFIDF,15190,ndcg_cut.100,0.6105
368,Basic TFIDF,152,map,0.6159
369,Basic TFIDF,152,recip_rank,1.0
370,Basic TFIDF,152,P.5,0.6
371,Basic TFIDF,152,P.10,0.3
372,Basic TFIDF,152,P.100,0.04
373,Basic TFIDF,152,ndcg_cut.5,0.6285
374,Basic TFIDF,152,ndcg_cut.10,0.6285
375,Basic TFIDF,152,ndcg_cut.100,0.695
9928,Basic TFIDF,15209,map,0.2257
9929,Basic TFIDF,15209,recip_rank,0.5
9930,Basic TFIDF,15209,P.5,0.4
9931,Basic TFIDF,15209,P.10,0.3
9932,Basic TFIDF,15209,P.100,0.05
9933,Basic TFIDF,15209,ndcg_cut.5,0.4105
9934,Basic TFIDF,15209,ndcg_cut.10,0.3781
9935,Basic TFIDF,15209,ndcg_cut.100,0.4469
9936,Basic TFIDF,15216,map,0.0084
9937,Basic TFIDF,15216,recip_rank,0.0588
9938,Basic TFIDF,15216,P.5,0.0
9939,Basic TFIDF,15216,P.10,0.0
9940,Basic TFIDF,15216,P.100,0.01
9941,Basic TFIDF,15216,ndcg_cut.5,0.0
9942,Basic TFIDF,15216,ndcg_cut.10,0.0
9943,Basic TFIDF,15216,ndcg_cut.100,0.0831
9984,Basic TFIDF,15287,map,1.0
9985,Basic TFIDF,15287,recip_rank,1.0
9986,Basic TFIDF,15287,P.5,1.0
9987,Basic TFIDF,15287,P.10,0.5
9988,Basic TFIDF,15287,P.100,0.05
9989,Basic TFIDF,15287,ndcg_cut.5,0.8375
9990,Basic TFIDF,15287,ndcg_cut.10,0.8375
9991,Basic TFIDF,15287,ndcg_cut.100,0.8375
10008,Basic TFIDF,15319,map,1.0
10009,Basic TFIDF,15319,recip_rank,1.0
10010,Basic TFIDF,15319,P.5,0.8
10011,Basic TFIDF,15319,P.10,0.4
10012,Basic TFIDF,15319,P.100,0.04
10013,Basic TFIDF,15319,ndcg_cut.5,1.0
10014,Basic TFIDF,15319,ndcg_cut.10,1.0
10015,Basic TFIDF,15319,ndcg_cut.100,1.0
10024,Basic TFIDF,15334,map,0.0142
10025,Basic TFIDF,15334,recip_rank,0.0526
10026,Basic TFIDF,15334,P.5,0.0
10027,Basic TFIDF,15334,P.10,0.0
10028,Basic TFIDF,15334,P.100,0.02
10029,Basic TFIDF,15334,ndcg_cut.5,0.0
10030,Basic TFIDF,15334,ndcg_cut.10,0.0
10031,Basic TFIDF,15334,ndcg_cut.100,0.0959
10056,Basic TFIDF,15362,map,0.4533
10057,Basic TFIDF,15362,recip_rank,0.5
10058,Basic TFIDF,15362,P.5,0.6
10059,Basic TFIDF,15362,P.10,0.4
10060,Basic TFIDF,15362,P.100,0.04
10061,Basic TFIDF,15362,ndcg_cut.5,0.3668
10062,Basic TFIDF,15362,ndcg_cut.10,0.5473
10063,Basic TFIDF,15362,ndcg_cut.100,0.5473
10104,Basic TFIDF,15412,map,0.6042
10105,Basic TFIDF,15412,recip_rank,0.5
10106,Basic TFIDF,15412,P.5,0.6
10107,Basic TFIDF,15412,P.10,0.4
10108,Basic TFIDF,15412,P.100,0.04
10109,Basic TFIDF,15412,ndcg_cut.5,0.6422
10110,Basic TFIDF,15412,ndcg_cut.10,0.7175
10111,Basic TFIDF,15412,ndcg_cut.100,0.7175
10144,Basic TFIDF,15450,map,0.0083
10145,Basic TFIDF,15450,recip_rank,0.0167
10146,Basic TFIDF,15450,P.5,0.0
10147,Basic TFIDF,15450,P.10,0.0
10148,Basic TFIDF,15450,P.100,0.01
10149,Basic TFIDF,15450,ndcg_cut.5,0.0
10150,Basic TFIDF,15450,ndcg_cut.10,0.0
10151,Basic TFIDF,15450,ndcg_cut.100,0.1034
10160,Basic TFIDF,15480,map,0.9765
10161,Basic TFIDF,15480,recip_rank,1.0
10162,Basic TFIDF,15480,P.5,1.0
10163,Basic TFIDF,15480,P.10,0.9
10164,Basic TFIDF,15480,P.100,0.09
10165,Basic TFIDF,15480,ndcg_cut.5,0.6053
10166,Basic TFIDF,15480,ndcg_cut.10,0.8125
10167,Basic TFIDF,15480,ndcg_cut.100,0.8125
10264,Basic TFIDF,15551,map,0.0211
10265,Basic TFIDF,15551,recip_rank,0.0286
10266,Basic TFIDF,15551,P.5,0.0
10267,Basic TFIDF,15551,P.10,0.0
10268,Basic TFIDF,15551,P.100,0.03
10269,Basic TFIDF,15551,ndcg_cut.5,0.0
10270,Basic TFIDF,15551,ndcg_cut.10,0.0
10271,Basic TFIDF,15551,ndcg_cut.100,0.1845
10352,Basic TFIDF,15608,map,0.8875
10353,Basic TFIDF,15608,recip_rank,1.0
10354,Basic TFIDF,15608,P.5,0.8
10355,Basic TFIDF,15608,P.10,0.4
10356,Basic TFIDF,15608,P.100,0.04
10357,Basic TFIDF,15608,ndcg_cut.5,0.8372
10358,Basic TFIDF,15608,ndcg_cut.10,0.8372
10359,Basic TFIDF,15608,ndcg_cut.100,0.8372
10480,Basic TFIDF,15711,map,0.4286
10481,Basic TFIDF,15711,recip_rank,1.0
10482,Basic TFIDF,15711,P.5,0.6
10483,Basic TFIDF,15711,P.10,0.3
10484,Basic TFIDF,15711,P.100,0.03
10485,Basic TFIDF,15711,ndcg_cut.5,0.6031
10486,Basic TFIDF,15711,ndcg_cut.10,0.5242
10487,Basic TFIDF,15711,ndcg_cut.100,0.5242
10616,Basic TFIDF,15823,map,0.8333
10617,Basic TFIDF,15823,recip_rank,1.0
10618,Basic TFIDF,15823,P.5,1.0
10619,Basic TFIDF,15823,P.10,0.5
10620,Basic TFIDF,15823,P.100,0.05
10621,Basic TFIDF,15823,ndcg_cut.5,0.753
10622,Basic TFIDF,15823,ndcg_cut.10,0.6987
10623,Basic TFIDF,15823,ndcg_cut.100,0.6987
10648,Basic TFIDF,15834,map,0.0
10649,Basic TFIDF,15834,recip_rank,0.0
10650,Basic TFIDF,15834,P.5,0.0
10651,Basic TFIDF,15834,P.10,0.0
10652,Basic TFIDF,15834,P.100,0.0
10653,Basic TFIDF,15834,ndcg_cut.5,0.0
10654,Basic TFIDF,15834,ndcg_cut.10,0.0
10655,Basic TFIDF,15834,ndcg_cut.100,0.0
10824,Basic TFIDF,15938,map,0.65
10825,Basic TFIDF,15938,recip_rank,1.0
10826,Basic TFIDF,15938,P.5,0.6
10827,Basic TFIDF,15938,P.10,0.3
10828,Basic TFIDF,15938,P.100,0.03
10829,Basic TFIDF,15938,ndcg_cut.5,0.8473
10830,Basic TFIDF,15938,ndcg_cut.10,0.8473
10831,Basic TFIDF,15938,ndcg_cut.100,0.8473
10840,Basic TFIDF,15943,map,0.6
10841,Basic TFIDF,15943,recip_rank,1.0
10842,Basic TFIDF,15943,P.5,0.6
10843,Basic TFIDF,15943,P.10,0.3
10844,Basic TFIDF,15943,P.100,0.03
10845,Basic TFIDF,15943,ndcg_cut.5,0.7406
10846,Basic TFIDF,15943,ndcg_cut.10,0.7406
10847,Basic TFIDF,15943,ndcg_cut.100,0.7406
10872,Basic TFIDF,15952,map,0.0023
10873,Basic TFIDF,15952,recip_rank,0.0164
10874,Basic TFIDF,15952,P.5,0.0
10875,Basic TFIDF,15952,P.10,0.0
10876,Basic TFIDF,15952,P.100,0.01
10877,Basic TFIDF,15952,ndcg_cut.5,0.0
10878,Basic TFIDF,15952,ndcg_cut.10,0.0
10879,Basic TFIDF,15952,ndcg_cut.100,0.0271
10912,Basic TFIDF,15977,map,1.0
10913,Basic TFIDF,15977,recip_rank,1.0
10914,Basic TFIDF,15977,P.5,1.0
10915,Basic TFIDF,15977,P.10,0.6
10916,Basic TFIDF,15977,P.100,0.06
10917,Basic TFIDF,15977,ndcg_cut.5,0.8734
10918,Basic TFIDF,15977,ndcg_cut.10,0.8838
10919,Basic TFIDF,15977,ndcg_cut.100,0.8838
11032,Basic TFIDF,16055,map,0.6737
11033,Basic TFIDF,16055,recip_rank,1.0
11034,Basic TFIDF,16055,P.5,0.8
11035,Basic TFIDF,16055,P.10,0.5
11036,Basic TFIDF,16055,P.100,0.06
11037,Basic TFIDF,16055,ndcg_cut.5,0.7156
11038,Basic TFIDF,16055,ndcg_cut.10,0.7301
11039,Basic TFIDF,16055,ndcg_cut.100,0.7619
11128,Basic TFIDF,16106,map,0.0056
11129,Basic TFIDF,16106,recip_rank,0.05
11130,Basic TFIDF,16106,P.5,0.0
11131,Basic TFIDF,16106,P.10,0.0
11132,Basic TFIDF,16106,P.100,0.01
11133,Basic TFIDF,16106,ndcg_cut.5,0.0
11134,Basic TFIDF,16106,ndcg_cut.10,0.0
11135,Basic TFIDF,16106,ndcg_cut.100,0.0668
400,Basic TFIDF,163,map,0.0041
401,Basic TFIDF,163,recip_rank,0.0244
402,Basic TFIDF,163,P.5,0.0
403,Basic TFIDF,163,P.10,0.0
404,Basic TFIDF,163,P.100,0.01
405,Basic TFIDF,163,ndcg_cut.5,0.0
406,Basic TFIDF,163,ndcg_cut.10,0.0
407,Basic TFIDF,163,ndcg_cut.100,0.0431
11400,Basic TFIDF,16331,map,0.4417
11401,Basic TFIDF,16331,recip_rank,0.5
11402,Basic TFIDF,16331,P.5,0.6
11403,Basic TFIDF,16331,P.10,0.3
11404,Basic TFIDF,16331,P.100,0.03
11405,Basic TFIDF,16331,ndcg_cut.5,0.5665
11406,Basic TFIDF,16331,ndcg_cut.10,0.5665
11407,Basic TFIDF,16331,ndcg_cut.100,0.5665
11432,Basic TFIDF,16348,map,0.5167
11433,Basic TFIDF,16348,recip_rank,1.0
11434,Basic TFIDF,16348,P.5,0.8
11435,Basic TFIDF,16348,P.10,0.4
11436,Basic TFIDF,16348,P.100,0.05
11437,Basic TFIDF,16348,ndcg_cut.5,0.7975
11438,Basic TFIDF,16348,ndcg_cut.10,0.6357
11439,Basic TFIDF,16348,ndcg_cut.100,0.6861
72,Basic TFIDF,16404,map,0.6
73,Basic TFIDF,16404,recip_rank,1.0
74,Basic TFIDF,16404,P.5,0.6
75,Basic TFIDF,16404,P.10,0.3
76,Basic TFIDF,16404,P.100,0.03
77,Basic TFIDF,16404,ndcg_cut.5,0.7929
78,Basic TFIDF,16404,ndcg_cut.10,0.7929
79,Basic TFIDF,16404,ndcg_cut.100,0.7929
136,Basic TFIDF,16431,map,0.0042
137,Basic TFIDF,16431,recip_rank,0.025
138,Basic TFIDF,16431,P.5,0.0
139,Basic TFIDF,16431,P.10,0.0
140,Basic TFIDF,16431,P.100,0.01
141,Basic TFIDF,16431,ndcg_cut.5,0.0
142,Basic TFIDF,16431,ndcg_cut.10,0.0
143,Basic TFIDF,16431,ndcg_cut.100,0.0434
216,Basic TFIDF,16470,map,0.8056
217,Basic TFIDF,16470,recip_rank,1.0
218,Basic TFIDF,16470,P.5,0.6
219,Basic TFIDF,16470,P.10,0.3
220,Basic TFIDF,16470,P.100,0.03
221,Basic TFIDF,16470,ndcg_cut.5,0.7763
222,Basic TFIDF,16470,ndcg_cut.10,0.7763
223,Basic TFIDF,16470,ndcg_cut.100,0.7763
288,Basic TFIDF,16507,map,0.532
289,Basic TFIDF,16507,recip_rank,1.0
290,Basic TFIDF,16507,P.5,0.6
291,Basic TFIDF,16507,P.10,0.3
292,Basic TFIDF,16507,P.100,0.05
293,Basic TFIDF,16507,ndcg_cut.5,0.5531
294,Basic TFIDF,16507,ndcg_cut.10,0.5216
295,Basic TFIDF,16507,ndcg_cut.100,0.6357
408,Basic TFIDF,166,map,0.2018
409,Basic TFIDF,166,recip_rank,0.25
410,Basic TFIDF,166,P.5,0.2
411,Basic TFIDF,166,P.10,0.1
412,Basic TFIDF,166,P.100,0.04
413,Basic TFIDF,166,ndcg_cut.5,0.1209
414,Basic TFIDF,166,ndcg_cut.10,0.1209
415,Basic TFIDF,166,ndcg_cut.100,0.4058
2448,Basic TFIDF,1660,map,0.72
2449,Basic TFIDF,1660,recip_rank,1.0
2450,Basic TFIDF,1660,P.5,0.6
2451,Basic TFIDF,1660,P.10,0.4
2452,Basic TFIDF,1660,P.100,0.05
2453,Basic TFIDF,1660,ndcg_cut.5,0.659
2454,Basic TFIDF,1660,ndcg_cut.10,0.7368
2455,Basic TFIDF,1660,ndcg_cut.100,0.846
520,Basic TFIDF,16634,map,0.0
521,Basic TFIDF,16634,recip_rank,0.0
522,Basic TFIDF,16634,P.5,0.0
523,Basic TFIDF,16634,P.10,0.0
524,Basic TFIDF,16634,P.100,0.0
525,Basic TFIDF,16634,ndcg_cut.5,0.0
526,Basic TFIDF,16634,ndcg_cut.10,0.0
527,Basic TFIDF,16634,ndcg_cut.100,0.0
584,Basic TFIDF,16686,map,0.0323
585,Basic TFIDF,16686,recip_rank,0.3333
586,Basic TFIDF,16686,P.5,0.2
587,Basic TFIDF,16686,P.10,0.1
588,Basic TFIDF,16686,P.100,0.02
589,Basic TFIDF,16686,ndcg_cut.5,0.0984
590,Basic TFIDF,16686,ndcg_cut.10,0.0749
591,Basic TFIDF,16686,ndcg_cut.100,0.122
664,Basic TFIDF,16760,map,0.0286
665,Basic TFIDF,16760,recip_rank,0.0588
666,Basic TFIDF,16760,P.5,0.0
667,Basic TFIDF,16760,P.10,0.0
668,Basic TFIDF,16760,P.100,0.03
669,Basic TFIDF,16760,ndcg_cut.5,0.0
670,Basic TFIDF,16760,ndcg_cut.10,0.0
671,Basic TFIDF,16760,ndcg_cut.100,0.1226
696,Basic TFIDF,16769,map,1.0
697,Basic TFIDF,16769,recip_rank,1.0
698,Basic TFIDF,16769,P.5,0.8
699,Basic TFIDF,16769,P.10,0.4
700,Basic TFIDF,16769,P.100,0.04
701,Basic TFIDF,16769,ndcg_cut.5,0.8642
702,Basic TFIDF,16769,ndcg_cut.10,0.8642
703,Basic TFIDF,16769,ndcg_cut.100,0.8642
896,Basic TFIDF,16889,map,0.0
897,Basic TFIDF,16889,recip_rank,0.0
898,Basic TFIDF,16889,P.5,0.0
899,Basic TFIDF,16889,P.10,0.0
900,Basic TFIDF,16889,P.100,0.0
901,Basic TFIDF,16889,ndcg_cut.5,0.0
902,Basic TFIDF,16889,ndcg_cut.10,0.0
903,Basic TFIDF,16889,ndcg_cut.100,0.0
1032,Basic TFIDF,16987,map,0.0286
1033,Basic TFIDF,16987,recip_rank,0.1429
1034,Basic TFIDF,16987,P.5,0.0
1035,Basic TFIDF,16987,P.10,0.1
1036,Basic TFIDF,16987,P.100,0.01
1037,Basic TFIDF,16987,ndcg_cut.5,0.0
1038,Basic TFIDF,16987,ndcg_cut.10,0.1312
1039,Basic TFIDF,16987,ndcg_cut.100,0.1312
1056,Basic TFIDF,17004,map,0.0299
1057,Basic TFIDF,17004,recip_rank,0.1111
1058,Basic TFIDF,17004,P.5,0.0
1059,Basic TFIDF,17004,P.10,0.1
1060,Basic TFIDF,17004,P.100,0.02
1061,Basic TFIDF,17004,ndcg_cut.5,0.0
1062,Basic TFIDF,17004,ndcg_cut.10,0.1315
1063,Basic TFIDF,17004,ndcg_cut.100,0.2077
1152,Basic TFIDF,17043,map,0.2
1153,Basic TFIDF,17043,recip_rank,1.0
1154,Basic TFIDF,17043,P.5,0.2
1155,Basic TFIDF,17043,P.10,0.1
1156,Basic TFIDF,17043,P.100,0.01
1157,Basic TFIDF,17043,ndcg_cut.5,0.1969
1158,Basic TFIDF,17043,ndcg_cut.10,0.1969
1159,Basic TFIDF,17043,ndcg_cut.100,0.1969
1272,Basic TFIDF,17155,map,1.0
1273,Basic TFIDF,17155,recip_rank,1.0
1274,Basic TFIDF,17155,P.5,1.0
1275,Basic TFIDF,17155,P.10,0.5
1276,Basic TFIDF,17155,P.100,0.05
1277,Basic TFIDF,17155,ndcg_cut.5,0.8558
1278,Basic TFIDF,17155,ndcg_cut.10,0.8558
1279,Basic TFIDF,17155,ndcg_cut.100,0.8558
1416,Basic TFIDF,17247,map,0.3333
1417,Basic TFIDF,17247,recip_rank,1.0
1418,Basic TFIDF,17247,P.5,0.4
1419,Basic TFIDF,17247,P.10,0.2
1420,Basic TFIDF,17247,P.100,0.02
1421,Basic TFIDF,17247,ndcg_cut.5,0.6422
1422,Basic TFIDF,17247,ndcg_cut.10,0.6001
1423,Basic TFIDF,17247,ndcg_cut.100,0.6001
1496,Basic TFIDF,17309,map,0.0
1497,Basic TFIDF,17309,recip_rank,0.0
1498,Basic TFIDF,17309,P.5,0.0
1499,Basic TFIDF,17309,P.10,0.0
1500,Basic TFIDF,17309,P.100,0.0
1501,Basic TFIDF,17309,ndcg_cut.5,0.0
1502,Basic TFIDF,17309,ndcg_cut.10,0.0
1503,Basic TFIDF,17309,ndcg_cut.100,0.0
1504,Basic TFIDF,17313,map,0.0
1505,Basic TFIDF,17313,recip_rank,0.0
1506,Basic TFIDF,17313,P.5,0.0
1507,Basic TFIDF,17313,P.10,0.0
1508,Basic TFIDF,17313,P.100,0.0
1509,Basic TFIDF,17313,ndcg_cut.5,0.0
1510,Basic TFIDF,17313,ndcg_cut.10,0.0
1511,Basic TFIDF,17313,ndcg_cut.100,0.0
1544,Basic TFIDF,17343,map,0.1511
1545,Basic TFIDF,17343,recip_rank,0.1667
1546,Basic TFIDF,17343,P.5,0.0
1547,Basic TFIDF,17343,P.10,0.2
1548,Basic TFIDF,17343,P.100,0.05
1549,Basic TFIDF,17343,ndcg_cut.5,0.0
1550,Basic TFIDF,17343,ndcg_cut.10,0.1527
1551,Basic TFIDF,17343,ndcg_cut.100,0.3694
1568,Basic TFIDF,17357,map,0.6508
1569,Basic TFIDF,17357,recip_rank,1.0
1570,Basic TFIDF,17357,P.5,0.8
1571,Basic TFIDF,17357,P.10,0.8
1572,Basic TFIDF,17357,P.100,0.18
1573,Basic TFIDF,17357,ndcg_cut.5,0.393
1574,Basic TFIDF,17357,ndcg_cut.10,0.5246
1575,Basic TFIDF,17357,ndcg_cut.100,0.7187
1616,Basic TFIDF,17373,map,0.1333
1617,Basic TFIDF,17373,recip_rank,0.5
1618,Basic TFIDF,17373,P.5,0.2
1619,Basic TFIDF,17373,P.10,0.1
1620,Basic TFIDF,17373,P.100,0.02
1621,Basic TFIDF,17373,ndcg_cut.5,0.229
1622,Basic TFIDF,17373,ndcg_cut.10,0.229
1623,Basic TFIDF,17373,ndcg_cut.100,0.2781
1632,Basic TFIDF,17403,map,0.9667
1633,Basic TFIDF,17403,recip_rank,1.0
1634,Basic TFIDF,17403,P.5,0.8
1635,Basic TFIDF,17403,P.10,0.5
1636,Basic TFIDF,17403,P.100,0.05
1637,Basic TFIDF,17403,ndcg_cut.5,0.7996
1638,Basic TFIDF,17403,ndcg_cut.10,0.9399
1639,Basic TFIDF,17403,ndcg_cut.100,0.9399
1704,Basic TFIDF,17471,map,0.0
1705,Basic TFIDF,17471,recip_rank,0.0
1706,Basic TFIDF,17471,P.5,0.0
1707,Basic TFIDF,17471,P.10,0.0
1708,Basic TFIDF,17471,P.100,0.0
1709,Basic TFIDF,17471,ndcg_cut.5,0.0
1710,Basic TFIDF,17471,ndcg_cut.10,0.0
1711,Basic TFIDF,17471,ndcg_cut.100,0.0
1824,Basic TFIDF,17594,map,0.0
1825,Basic TFIDF,17594,recip_rank,0.0
1826,Basic TFIDF,17594,P.5,0.0
1827,Basic TFIDF,17594,P.10,0.0
1828,Basic TFIDF,17594,P.100,0.0
1829,Basic TFIDF,17594,ndcg_cut.5,0.0
1830,Basic TFIDF,17594,ndcg_cut.10,0.0
1831,Basic TFIDF,17594,ndcg_cut.100,0.0
1864,Basic TFIDF,17627,map,0.0999
1865,Basic TFIDF,17627,recip_rank,0.3333
1866,Basic TFIDF,17627,P.5,0.2
1867,Basic TFIDF,17627,P.10,0.1
1868,Basic TFIDF,17627,P.100,0.04
1869,Basic TFIDF,17627,ndcg_cut.5,0.1092
1870,Basic TFIDF,17627,ndcg_cut.10,0.1013
1871,Basic TFIDF,17627,ndcg_cut.100,0.3048
2560,Basic TFIDF,1764,map,0.2679
2561,Basic TFIDF,1764,recip_rank,0.25
2562,Basic TFIDF,1764,P.5,0.2
2563,Basic TFIDF,1764,P.10,0.2
2564,Basic TFIDF,1764,P.100,0.02
2565,Basic TFIDF,1764,ndcg_cut.5,0.2641
2566,Basic TFIDF,1764,ndcg_cut.10,0.4685
2567,Basic TFIDF,1764,ndcg_cut.100,0.4685
1896,Basic TFIDF,17651,map,0.3359
1897,Basic TFIDF,17651,recip_rank,1.0
1898,Basic TFIDF,17651,P.5,0.2
1899,Basic TFIDF,17651,P.10,0.3
1900,Basic TFIDF,17651,P.100,0.05
1901,Basic TFIDF,17651,ndcg_cut.5,0.2533
1902,Basic TFIDF,17651,ndcg_cut.10,0.3883
1903,Basic TFIDF,17651,ndcg_cut.100,0.5379
1936,Basic TFIDF,17696,map,0.1937
1937,Basic TFIDF,17696,recip_rank,0.25
1938,Basic TFIDF,17696,P.5,0.2
1939,Basic TFIDF,17696,P.10,0.3
1940,Basic TFIDF,17696,P.100,0.04
1941,Basic TFIDF,17696,ndcg_cut.5,0.1091
1942,Basic TFIDF,17696,ndcg_cut.10,0.3657
1943,Basic TFIDF,17696,ndcg_cut.100,0.406
2016,Basic TFIDF,17752,map,0.28
2017,Basic TFIDF,17752,recip_rank,1.0
2018,Basic TFIDF,17752,P.5,0.4
2019,Basic TFIDF,17752,P.10,0.2
2020,Basic TFIDF,17752,P.100,0.02
2021,Basic TFIDF,17752,ndcg_cut.5,0.5034
2022,Basic TFIDF,17752,ndcg_cut.10,0.5034
2023,Basic TFIDF,17752,ndcg_cut.100,0.5034
2168,Basic TFIDF,17872,map,0.9
2169,Basic TFIDF,17872,recip_rank,1.0
2170,Basic TFIDF,17872,P.5,0.8
2171,Basic TFIDF,17872,P.10,0.5
2172,Basic TFIDF,17872,P.100,0.05
2173,Basic TFIDF,17872,ndcg_cut.5,0.7754
2174,Basic TFIDF,17872,ndcg_cut.10,0.8486
2175,Basic TFIDF,17872,ndcg_cut.100,0.8486
2184,Basic TFIDF,17879,map,0.8
2185,Basic TFIDF,17879,recip_rank,1.0
2186,Basic TFIDF,17879,P.5,0.8
2187,Basic TFIDF,17879,P.10,0.4
2188,Basic TFIDF,17879,P.100,0.04
2189,Basic TFIDF,17879,ndcg_cut.5,0.727
2190,Basic TFIDF,17879,ndcg_cut.10,0.727
2191,Basic TFIDF,17879,ndcg_cut.100,0.727
2192,Basic TFIDF,17882,map,0.0
2193,Basic TFIDF,17882,recip_rank,0.0
2194,Basic TFIDF,17882,P.5,0.0
2195,Basic TFIDF,17882,P.10,0.0
2196,Basic TFIDF,17882,P.100,0.0
2197,Basic TFIDF,17882,ndcg_cut.5,0.0
2198,Basic TFIDF,17882,ndcg_cut.10,0.0
2199,Basic TFIDF,17882,ndcg_cut.100,0.0
2248,Basic TFIDF,17937,map,0.5377
2249,Basic TFIDF,17937,recip_rank,1.0
2250,Basic TFIDF,17937,P.5,0.4
2251,Basic TFIDF,17937,P.10,0.3
2252,Basic TFIDF,17937,P.100,0.04
2253,Basic TFIDF,17937,ndcg_cut.5,0.5798
2254,Basic TFIDF,17937,ndcg_cut.10,0.6593
2255,Basic TFIDF,17937,ndcg_cut.100,0.7716
2264,Basic TFIDF,17945,map,0.3914
2265,Basic TFIDF,17945,recip_rank,1.0
2266,Basic TFIDF,17945,P.5,0.4
2267,Basic TFIDF,17945,P.10,0.2
2268,Basic TFIDF,17945,P.100,0.04
2269,Basic TFIDF,17945,ndcg_cut.5,0.4775
2270,Basic TFIDF,17945,ndcg_cut.10,0.4485
2271,Basic TFIDF,17945,ndcg_cut.100,0.6038
2344,Basic TFIDF,17997,map,0.4
2345,Basic TFIDF,17997,recip_rank,1.0
2346,Basic TFIDF,17997,P.5,0.4
2347,Basic TFIDF,17997,P.10,0.2
2348,Basic TFIDF,17997,P.100,0.02
2349,Basic TFIDF,17997,ndcg_cut.5,0.6663
2350,Basic TFIDF,17997,ndcg_cut.10,0.6663
2351,Basic TFIDF,17997,ndcg_cut.100,0.6663
2360,Basic TFIDF,18009,map,0.2333
2361,Basic TFIDF,18009,recip_rank,0.5
2362,Basic TFIDF,18009,P.5,0.2
2363,Basic TFIDF,18009,P.10,0.3
2364,Basic TFIDF,18009,P.100,0.03
2365,Basic TFIDF,18009,ndcg_cut.5,0.1378
2366,Basic TFIDF,18009,ndcg_cut.10,0.3591
2367,Basic TFIDF,18009,ndcg_cut.100,0.3591
2432,Basic TFIDF,18039,map,0.6573
2433,Basic TFIDF,18039,recip_rank,0.5
2434,Basic TFIDF,18039,P.5,0.8
2435,Basic TFIDF,18039,P.10,0.7
2436,Basic TFIDF,18039,P.100,0.08
2437,Basic TFIDF,18039,ndcg_cut.5,0.51
2438,Basic TFIDF,18039,ndcg_cut.10,0.5902
2439,Basic TFIDF,18039,ndcg_cut.100,0.6619
2608,Basic TFIDF,18171,map,0.205
2609,Basic TFIDF,18171,recip_rank,1.0
2610,Basic TFIDF,18171,P.5,0.2
2611,Basic TFIDF,18171,P.10,0.1
2612,Basic TFIDF,18171,P.100,0.02
2613,Basic TFIDF,18171,ndcg_cut.5,0.2184
2614,Basic TFIDF,18171,ndcg_cut.10,0.2184
2615,Basic TFIDF,18171,ndcg_cut.100,0.2873
2680,Basic TFIDF,1822,map,0.1814
2681,Basic TFIDF,1822,recip_rank,0.5
2682,Basic TFIDF,1822,P.5,0.4
2683,Basic TFIDF,1822,P.10,0.2
2684,Basic TFIDF,1822,P.100,0.04
2685,Basic TFIDF,1822,ndcg_cut.5,0.2689
2686,Basic TFIDF,1822,ndcg_cut.10,0.2466
2687,Basic TFIDF,1822,ndcg_cut.100,0.3201
2784,Basic TFIDF,18261,map,0.16
2785,Basic TFIDF,18261,recip_rank,1.0
2786,Basic TFIDF,18261,P.5,0.2
2787,Basic TFIDF,18261,P.10,0.2
2788,Basic TFIDF,18261,P.100,0.05
2789,Basic TFIDF,18261,ndcg_cut.5,0.2184
2790,Basic TFIDF,18261,ndcg_cut.10,0.219
2791,Basic TFIDF,18261,ndcg_cut.100,0.3628
440,Basic TFIDF,183,map,0.3206
441,Basic TFIDF,183,recip_rank,1.0
442,Basic TFIDF,183,P.5,0.2
443,Basic TFIDF,183,P.10,0.4
