,name,qid,measure,value
60247,Advanced BM25,75627,ndcg_cut.100,0.7413
60376,Advanced BM25,75736,map,0.0
60377,Advanced BM25,75736,recip_rank,0.0
60378,Advanced BM25,75736,P.5,0.0
60379,Advanced BM25,75736,P.10,0.0
60380,Advanced BM25,75736,P.100,0.0
60381,Advanced BM25,75736,ndcg_cut.5,0.0
60382,Advanced BM25,75736,ndcg_cut.10,0.0
60383,Advanced BM25,75736,ndcg_cut.100,0.0
60768,Advanced BM25,76031,map,0.6792
60769,Advanced BM25,76031,recip_rank,0.5
60770,Advanced BM25,76031,P.5,0.8
60771,Advanced BM25,76031,P.10,0.4
60772,Advanced BM25,76031,P.100,0.04
60773,Advanced BM25,76031,ndcg_cut.5,0.7239
60774,Advanced BM25,76031,ndcg_cut.10,0.7239
60775,Advanced BM25,76031,ndcg_cut.100,0.7239
60896,Advanced BM25,76100,map,0.0069
60897,Advanced BM25,76100,recip_rank,0.0345
60898,Advanced BM25,76100,P.5,0.0
60899,Advanced BM25,76100,P.10,0.0
60900,Advanced BM25,76100,P.100,0.01
60901,Advanced BM25,76100,ndcg_cut.5,0.0
60902,Advanced BM25,76100,ndcg_cut.10,0.0
60903,Advanced BM25,76100,ndcg_cut.100,0.1032
60984,Advanced BM25,76203,map,0.445
60985,Advanced BM25,76203,recip_rank,1.0
60986,Advanced BM25,76203,P.5,0.4
60987,Advanced BM25,76203,P.10,0.2
60988,Advanced BM25,76203,P.100,0.04
60989,Advanced BM25,76203,ndcg_cut.5,0.6332
60990,Advanced BM25,76203,ndcg_cut.10,0.6332
60991,Advanced BM25,76203,ndcg_cut.100,0.7686
61104,Advanced BM25,76268,map,1.0
61105,Advanced BM25,76268,recip_rank,1.0
61106,Advanced BM25,76268,P.5,1.0
61107,Advanced BM25,76268,P.10,1.0
61108,Advanced BM25,76268,P.100,0.1
61109,Advanced BM25,76268,ndcg_cut.5,0.8073
61110,Advanced BM25,76268,ndcg_cut.10,0.9451
61111,Advanced BM25,76268,ndcg_cut.100,0.9451
61120,Advanced BM25,76272,map,0.0
61121,Advanced BM25,76272,recip_rank,0.0
61122,Advanced BM25,76272,P.5,0.0
61123,Advanced BM25,76272,P.10,0.0
61124,Advanced BM25,76272,P.100,0.0
61125,Advanced BM25,76272,ndcg_cut.5,0.0
61126,Advanced BM25,76272,ndcg_cut.10,0.0
61127,Advanced BM25,76272,ndcg_cut.100,0.0
61192,Advanced BM25,76314,map,0.0048
61193,Advanced BM25,76314,recip_rank,0.0286
61194,Advanced BM25,76314,P.5,0.0
61195,Advanced BM25,76314,P.10,0.0
61196,Advanced BM25,76314,P.100,0.01
61197,Advanced BM25,76314,ndcg_cut.5,0.0
61198,Advanced BM25,76314,ndcg_cut.10,0.0
61199,Advanced BM25,76314,ndcg_cut.100,0.0449
61264,Advanced BM25,76373,map,0.0026
61265,Advanced BM25,76373,recip_rank,0.0238
61266,Advanced BM25,76373,P.5,0.0
61267,Advanced BM25,76373,P.10,0.0
61268,Advanced BM25,76373,P.100,0.01
61269,Advanced BM25,76373,ndcg_cut.5,0.0
61270,Advanced BM25,76373,ndcg_cut.10,0.0
61271,Advanced BM25,76373,ndcg_cut.100,0.0449
61336,Advanced BM25,76421,map,0.0625
61337,Advanced BM25,76421,recip_rank,0.25
61338,Advanced BM25,76421,P.5,0.2
61339,Advanced BM25,76421,P.10,0.1
61340,Advanced BM25,76421,P.100,0.01
61341,Advanced BM25,76421,ndcg_cut.5,0.2418
61342,Advanced BM25,76421,ndcg_cut.10,0.2418
61343,Advanced BM25,76421,ndcg_cut.100,0.2418
61392,Advanced BM25,76465,map,0.4409
61393,Advanced BM25,76465,recip_rank,1.0
61394,Advanced BM25,76465,P.5,0.6
61395,Advanced BM25,76465,P.10,0.4
61396,Advanced BM25,76465,P.100,0.08
61397,Advanced BM25,76465,ndcg_cut.5,0.4523
61398,Advanced BM25,76465,ndcg_cut.10,0.451
61399,Advanced BM25,76465,ndcg_cut.100,0.595
68192,Advanced BM25,7701,map,0.7845
68193,Advanced BM25,7701,recip_rank,1.0
68194,Advanced BM25,7701,P.5,0.8
68195,Advanced BM25,7701,P.10,0.7
68196,Advanced BM25,7701,P.100,0.09
68197,Advanced BM25,7701,ndcg_cut.5,0.8539
68198,Advanced BM25,7701,ndcg_cut.10,0.8413
68199,Advanced BM25,7701,ndcg_cut.100,0.932
62880,Advanced BM25,77516,map,0.0278
62881,Advanced BM25,77516,recip_rank,0.1667
62882,Advanced BM25,77516,P.5,0.0
62883,Advanced BM25,77516,P.10,0.1
62884,Advanced BM25,77516,P.100,0.01
62885,Advanced BM25,77516,ndcg_cut.5,0.0
62886,Advanced BM25,77516,ndcg_cut.10,0.0827
62887,Advanced BM25,77516,ndcg_cut.100,0.0827
62912,Advanced BM25,77529,map,1.0
62913,Advanced BM25,77529,recip_rank,1.0
62914,Advanced BM25,77529,P.5,1.0
62915,Advanced BM25,77529,P.10,0.9
62916,Advanced BM25,77529,P.100,0.09
62917,Advanced BM25,77529,ndcg_cut.5,0.7895
62918,Advanced BM25,77529,ndcg_cut.10,0.8797
62919,Advanced BM25,77529,ndcg_cut.100,0.8797
62952,Advanced BM25,77544,map,0.8722
62953,Advanced BM25,77544,recip_rank,1.0
62954,Advanced BM25,77544,P.5,0.8
62955,Advanced BM25,77544,P.10,0.5
62956,Advanced BM25,77544,P.100,0.06
62957,Advanced BM25,77544,ndcg_cut.5,0.8516
62958,Advanced BM25,77544,ndcg_cut.10,0.9214
62959,Advanced BM25,77544,ndcg_cut.100,0.964
63120,Advanced BM25,77624,map,0.9167
63121,Advanced BM25,77624,recip_rank,1.0
63122,Advanced BM25,77624,P.5,1.0
63123,Advanced BM25,77624,P.10,0.5
63124,Advanced BM25,77624,P.100,0.06
63125,Advanced BM25,77624,ndcg_cut.5,0.992
63126,Advanced BM25,77624,ndcg_cut.10,0.9318
63127,Advanced BM25,77624,ndcg_cut.100,0.9779
63240,Advanced BM25,77662,map,1.0
63241,Advanced BM25,77662,recip_rank,1.0
63242,Advanced BM25,77662,P.5,1.0
63243,Advanced BM25,77662,P.10,0.5
63244,Advanced BM25,77662,P.100,0.05
63245,Advanced BM25,77662,ndcg_cut.5,1.0
63246,Advanced BM25,77662,ndcg_cut.10,1.0
63247,Advanced BM25,77662,ndcg_cut.100,1.0
63376,Advanced BM25,77750,map,0.0549
63377,Advanced BM25,77750,recip_rank,0.0625
63378,Advanced BM25,77750,P.5,0.0
63379,Advanced BM25,77750,P.10,0.0
63380,Advanced BM25,77750,P.100,0.04
63381,Advanced BM25,77750,ndcg_cut.5,0.0
63382,Advanced BM25,77750,ndcg_cut.10,0.0
63383,Advanced BM25,77750,ndcg_cut.100,0.2297
68344,Advanced BM25,7783,map,0.4132
68345,Advanced BM25,7783,recip_rank,1.0
68346,Advanced BM25,7783,P.5,0.4
68347,Advanced BM25,7783,P.10,0.3
68348,Advanced BM25,7783,P.100,0.05
68349,Advanced BM25,7783,ndcg_cut.5,0.518
68350,Advanced BM25,7783,ndcg_cut.10,0.5795
68351,Advanced BM25,7783,ndcg_cut.100,0.6949
63616,Advanced BM25,77905,map,0.1041
63617,Advanced BM25,77905,recip_rank,0.5
63618,Advanced BM25,77905,P.5,0.2
63619,Advanced BM25,77905,P.10,0.1
63620,Advanced BM25,77905,P.100,0.02
63621,Advanced BM25,77905,ndcg_cut.5,0.1598
63622,Advanced BM25,77905,ndcg_cut.10,0.1598
63623,Advanced BM25,77905,ndcg_cut.100,0.1981
63808,Advanced BM25,78024,map,1.0
63809,Advanced BM25,78024,recip_rank,1.0
63810,Advanced BM25,78024,P.5,0.8
63811,Advanced BM25,78024,P.10,0.4
63812,Advanced BM25,78024,P.100,0.04
63813,Advanced BM25,78024,ndcg_cut.5,1.0
63814,Advanced BM25,78024,ndcg_cut.10,1.0
63815,Advanced BM25,78024,ndcg_cut.100,1.0
64000,Advanced BM25,78127,map,0.3457
64001,Advanced BM25,78127,recip_rank,1.0
64002,Advanced BM25,78127,P.5,0.2
64003,Advanced BM25,78127,P.10,0.1
64004,Advanced BM25,78127,P.100,0.02
64005,Advanced BM25,78127,ndcg_cut.5,0.3194
64006,Advanced BM25,78127,ndcg_cut.10,0.3194
64007,Advanced BM25,78127,ndcg_cut.100,0.4299
68424,Advanced BM25,7819,map,0.6422
68425,Advanced BM25,7819,recip_rank,1.0
68426,Advanced BM25,7819,P.5,0.4
68427,Advanced BM25,7819,P.10,0.3
68428,Advanced BM25,7819,P.100,0.04
68429,Advanced BM25,7819,ndcg_cut.5,0.5395
68430,Advanced BM25,7819,ndcg_cut.10,0.6831
68431,Advanced BM25,7819,ndcg_cut.100,0.7403
64080,Advanced BM25,78190,map,0.0
64081,Advanced BM25,78190,recip_rank,0.0
64082,Advanced BM25,78190,P.5,0.0
64083,Advanced BM25,78190,P.10,0.0
64084,Advanced BM25,78190,P.100,0.0
64085,Advanced BM25,78190,ndcg_cut.5,0.0
64086,Advanced BM25,78190,ndcg_cut.10,0.0
64087,Advanced BM25,78190,ndcg_cut.100,0.0
64344,Advanced BM25,78379,map,0.875
64345,Advanced BM25,78379,recip_rank,1.0
64346,Advanced BM25,78379,P.5,1.0
64347,Advanced BM25,78379,P.10,0.7
64348,Advanced BM25,78379,P.100,0.07
64349,Advanced BM25,78379,ndcg_cut.5,0.8622
64350,Advanced BM25,78379,ndcg_cut.10,0.8943
64351,Advanced BM25,78379,ndcg_cut.100,0.8943
64440,Advanced BM25,78450,map,0.8571
64441,Advanced BM25,78450,recip_rank,1.0
64442,Advanced BM25,78450,P.5,1.0
64443,Advanced BM25,78450,P.10,0.6
64444,Advanced BM25,78450,P.100,0.06
64445,Advanced BM25,78450,ndcg_cut.5,0.7414
64446,Advanced BM25,78450,ndcg_cut.10,0.7146
64447,Advanced BM25,78450,ndcg_cut.100,0.7146
64512,Advanced BM25,78493,map,0.9317
64513,Advanced BM25,78493,recip_rank,1.0
64514,Advanced BM25,78493,P.5,1.0
64515,Advanced BM25,78493,P.10,0.9
64516,Advanced BM25,78493,P.100,0.24
64517,Advanced BM25,78493,ndcg_cut.5,0.6918
64518,Advanced BM25,78493,ndcg_cut.10,0.6766
64519,Advanced BM25,78493,ndcg_cut.100,0.8804
64544,Advanced BM25,78523,map,0.4932
64545,Advanced BM25,78523,recip_rank,1.0
64546,Advanced BM25,78523,P.5,0.4
64547,Advanced BM25,78523,P.10,0.2
64548,Advanced BM25,78523,P.100,0.05
64549,Advanced BM25,78523,ndcg_cut.5,0.518
64550,Advanced BM25,78523,ndcg_cut.10,0.518
64551,Advanced BM25,78523,ndcg_cut.100,0.7331
64712,Advanced BM25,78616,map,0.4277
64713,Advanced BM25,78616,recip_rank,0.3333
64714,Advanced BM25,78616,P.5,0.4
64715,Advanced BM25,78616,P.10,0.4
64716,Advanced BM25,78616,P.100,0.12
64717,Advanced BM25,78616,ndcg_cut.5,0.2357
64718,Advanced BM25,78616,ndcg_cut.10,0.2791
64719,Advanced BM25,78616,ndcg_cut.100,0.6049
64848,Advanced BM25,78749,map,0.0192
64849,Advanced BM25,78749,recip_rank,0.0192
64850,Advanced BM25,78749,P.5,0.0
64851,Advanced BM25,78749,P.10,0.0
64852,Advanced BM25,78749,P.100,0.03
64853,Advanced BM25,78749,ndcg_cut.5,0.0
64854,Advanced BM25,78749,ndcg_cut.10,0.0
64855,Advanced BM25,78749,ndcg_cut.100,0.1647
64920,Advanced BM25,78798,map,0.7197
64921,Advanced BM25,78798,recip_rank,1.0
64922,Advanced BM25,78798,P.5,0.8
64923,Advanced BM25,78798,P.10,0.9
64924,Advanced BM25,78798,P.100,0.16
64925,Advanced BM25,78798,ndcg_cut.5,0.4344
64926,Advanced BM25,78798,ndcg_cut.10,0.5982
64927,Advanced BM25,78798,ndcg_cut.100,0.7354
64944,Advanced BM25,78831,map,0.0152
64945,Advanced BM25,78831,recip_rank,0.0303
64946,Advanced BM25,78831,P.5,0.0
64947,Advanced BM25,78831,P.10,0.0
64948,Advanced BM25,78831,P.100,0.01
64949,Advanced BM25,78831,ndcg_cut.5,0.0
64950,Advanced BM25,78831,ndcg_cut.10,0.0
64951,Advanced BM25,78831,ndcg_cut.100,0.1494
68536,Advanced BM25,7903,map,0.0183
68537,Advanced BM25,7903,recip_rank,0.04
68538,Advanced BM25,7903,P.5,0.0
68539,Advanced BM25,7903,P.10,0.0
68540,Advanced BM25,7903,P.100,0.02
68541,Advanced BM25,7903,ndcg_cut.5,0.0
68542,Advanced BM25,7903,ndcg_cut.10,0.0
68543,Advanced BM25,7903,ndcg_cut.100,0.1015
65256,Advanced BM25,79073,map,1.0
65257,Advanced BM25,79073,recip_rank,1.0
65258,Advanced BM25,79073,P.5,1.0
65259,Advanced BM25,79073,P.10,0.5
65260,Advanced BM25,79073,P.100,0.05
65261,Advanced BM25,79073,ndcg_cut.5,0.9065
65262,Advanced BM25,79073,ndcg_cut.10,0.9065
65263,Advanced BM25,79073,ndcg_cut.100,0.9065
65320,Advanced BM25,79103,map,0.8819
65321,Advanced BM25,79103,recip_rank,1.0
65322,Advanced BM25,79103,P.5,1.0
65323,Advanced BM25,79103,P.10,0.9
65324,Advanced BM25,79103,P.100,0.12
65325,Advanced BM25,79103,ndcg_cut.5,0.6439
65326,Advanced BM25,79103,ndcg_cut.10,0.689
65327,Advanced BM25,79103,ndcg_cut.100,0.791
65496,Advanced BM25,79241,map,1.0
65497,Advanced BM25,79241,recip_rank,1.0
65498,Advanced BM25,79241,P.5,1.0
65499,Advanced BM25,79241,P.10,0.5
65500,Advanced BM25,79241,P.100,0.05
65501,Advanced BM25,79241,ndcg_cut.5,1.0
65502,Advanced BM25,79241,ndcg_cut.10,1.0
65503,Advanced BM25,79241,ndcg_cut.100,1.0
65536,Advanced BM25,79278,map,0.6111
65537,Advanced BM25,79278,recip_rank,1.0
65538,Advanced BM25,79278,P.5,0.6
65539,Advanced BM25,79278,P.10,0.4
65540,Advanced BM25,79278,P.100,0.04
65541,Advanced BM25,79278,ndcg_cut.5,0.5397
65542,Advanced BM25,79278,ndcg_cut.10,0.5778
65543,Advanced BM25,79278,ndcg_cut.100,0.5778
65584,Advanced BM25,79328,map,0.9167
65585,Advanced BM25,79328,recip_rank,1.0
65586,Advanced BM25,79328,P.5,1.0
65587,Advanced BM25,79328,P.10,0.5
65588,Advanced BM25,79328,P.100,0.06
65589,Advanced BM25,79328,ndcg_cut.5,0.8855
65590,Advanced BM25,79328,ndcg_cut.10,0.8317
65591,Advanced BM25,79328,ndcg_cut.100,0.9239
65664,Advanced BM25,79392,map,0.0
65665,Advanced BM25,79392,recip_rank,0.0
65666,Advanced BM25,79392,P.5,0.0
65667,Advanced BM25,79392,P.10,0.0
65668,Advanced BM25,79392,P.100,0.0
65669,Advanced BM25,79392,ndcg_cut.5,0.0
65670,Advanced BM25,79392,ndcg_cut.10,0.0
65671,Advanced BM25,79392,ndcg_cut.100,0.0
65760,Advanced BM25,79443,map,0.7794
65761,Advanced BM25,79443,recip_rank,1.0
65762,Advanced BM25,79443,P.5,0.6
65763,Advanced BM25,79443,P.10,0.3
65764,Advanced BM25,79443,P.100,0.04
65765,Advanced BM25,79443,ndcg_cut.5,0.8791
65766,Advanced BM25,79443,ndcg_cut.10,0.8791
65767,Advanced BM25,79443,ndcg_cut.100,0.9338
68632,Advanced BM25,7946,map,0.4162
68633,Advanced BM25,7946,recip_rank,1.0
68634,Advanced BM25,7946,P.5,0.4
68635,Advanced BM25,7946,P.10,0.2
68636,Advanced BM25,7946,P.100,0.04
68637,Advanced BM25,7946,ndcg_cut.5,0.5745
68638,Advanced BM25,7946,ndcg_cut.10,0.5745
68639,Advanced BM25,7946,ndcg_cut.100,0.6424
65792,Advanced BM25,79483,map,0.1571
65793,Advanced BM25,79483,recip_rank,0.5
65794,Advanced BM25,79483,P.5,0.2
65795,Advanced BM25,79483,P.10,0.2
65796,Advanced BM25,79483,P.100,0.02
65797,Advanced BM25,79483,ndcg_cut.5,0.2484
65798,Advanced BM25,79483,ndcg_cut.10,0.3141
65799,Advanced BM25,79483,ndcg_cut.100,0.3141
65800,Advanced BM25,79490,map,1.0
65801,Advanced BM25,79490,recip_rank,1.0
65802,Advanced BM25,79490,P.5,1.0
65803,Advanced BM25,79490,P.10,0.7
65804,Advanced BM25,79490,P.100,0.07
65805,Advanced BM25,79490,ndcg_cut.5,0.7283
65806,Advanced BM25,79490,ndcg_cut.10,0.8271
65807,Advanced BM25,79490,ndcg_cut.100,0.8271
65808,Advanced BM25,79495,map,0.0016
65809,Advanced BM25,79495,recip_rank,0.0128
65810,Advanced BM25,79495,P.5,0.0
65811,Advanced BM25,79495,P.10,0.0
65812,Advanced BM25,79495,P.100,0.01
65813,Advanced BM25,79495,ndcg_cut.5,0.0
65814,Advanced BM25,79495,ndcg_cut.10,0.0
65815,Advanced BM25,79495,ndcg_cut.100,0.0284
66008,Advanced BM25,79673,map,0.1141
66009,Advanced BM25,79673,recip_rank,0.25
66010,Advanced BM25,79673,P.5,0.2
66011,Advanced BM25,79673,P.10,0.1
66012,Advanced BM25,79673,P.100,0.03
66013,Advanced BM25,79673,ndcg_cut.5,0.094
66014,Advanced BM25,79673,ndcg_cut.10,0.094
66015,Advanced BM25,79673,ndcg_cut.100,0.3116
66040,Advanced BM25,79703,map,0.95
66041,Advanced BM25,79703,recip_rank,1.0
66042,Advanced BM25,79703,P.5,0.8
66043,Advanced BM25,79703,P.10,0.4
66044,Advanced BM25,79703,P.100,0.04
66045,Advanced BM25,79703,ndcg_cut.5,0.8433
66046,Advanced BM25,79703,ndcg_cut.10,0.8433
66047,Advanced BM25,79703,ndcg_cut.100,0.8433
66096,Advanced BM25,79749,map,0.0
66097,Advanced BM25,79749,recip_rank,0.0
66098,Advanced BM25,79749,P.5,0.0
66099,Advanced BM25,79749,P.10,0.0
66100,Advanced BM25,79749,P.100,0.0
66101,Advanced BM25,79749,ndcg_cut.5,0.0
66102,Advanced BM25,79749,ndcg_cut.10,0.0
66103,Advanced BM25,79749,ndcg_cut.100,0.0
66152,Advanced BM25,79787,map,0.7269
66153,Advanced BM25,79787,recip_rank,1.0
66154,Advanced BM25,79787,P.5,0.6
66155,Advanced BM25,79787,P.10,0.3
66156,Advanced BM25,79787,P.100,0.04
66157,Advanced BM25,79787,ndcg_cut.5,0.86
66158,Advanced BM25,79787,ndcg_cut.10,0.86
66159,Advanced BM25,79787,ndcg_cut.100,0.916
68672,Advanced BM25,7979,map,0.253
68673,Advanced BM25,7979,recip_rank,0.5
68674,Advanced BM25,7979,P.5,0.4
68675,Advanced BM25,7979,P.10,0.2
68676,Advanced BM25,7979,P.100,0.04
68677,Advanced BM25,7979,ndcg_cut.5,0.4105
68678,Advanced BM25,7979,ndcg_cut.10,0.4105
68679,Advanced BM25,7979,ndcg_cut.100,0.4981
66184,Advanced BM25,79801,map,0.3393
66185,Advanced BM25,79801,recip_rank,1.0
66186,Advanced BM25,79801,P.5,0.6
66187,Advanced BM25,79801,P.10,0.3
66188,Advanced BM25,79801,P.100,0.04
66189,Advanced BM25,79801,ndcg_cut.5,0.659
66190,Advanced BM25,79801,ndcg_cut.10,0.5404
66191,Advanced BM25,79801,ndcg_cut.100,0.6097
68688,Advanced BM25,8000,map,0.1667
68689,Advanced BM25,8000,recip_rank,0.5
68690,Advanced BM25,8000,P.5,0.2
68691,Advanced BM25,8000,P.10,0.1
68692,Advanced BM25,8000,P.100,0.01
68693,Advanced BM25,8000,ndcg_cut.5,0.403
68694,Advanced BM25,8000,ndcg_cut.10,0.403
68695,Advanced BM25,8000,ndcg_cut.100,0.403
66752,Advanced BM25,80209,map,0.9705
66753,Advanced BM25,80209,recip_rank,1.0
66754,Advanced BM25,80209,P.5,1.0
66755,Advanced BM25,80209,P.10,0.8
66756,Advanced BM25,80209,P.100,0.08
66757,Advanced BM25,80209,ndcg_cut.5,0.7868
66758,Advanced BM25,80209,ndcg_cut.10,0.9156
66759,Advanced BM25,80209,ndcg_cut.100,0.9156
66760,Advanced BM25,80219,map,0.7714
66761,Advanced BM25,80219,recip_rank,0.5
66762,Advanced BM25,80219,P.5,0.8
66763,Advanced BM25,80219,P.10,0.8
66764,Advanced BM25,80219,P.100,0.08
66765,Advanced BM25,80219,ndcg_cut.5,0.482
66766,Advanced BM25,80219,ndcg_cut.10,0.7251
66767,Advanced BM25,80219,ndcg_cut.100,0.7251
66792,Advanced BM25,80236,map,0.4
66793,Advanced BM25,80236,recip_rank,1.0
66794,Advanced BM25,80236,P.5,0.4
66795,Advanced BM25,80236,P.10,0.2
66796,Advanced BM25,80236,P.100,0.02
66797,Advanced BM25,80236,ndcg_cut.5,0.7123
66798,Advanced BM25,80236,ndcg_cut.10,0.7123
66799,Advanced BM25,80236,ndcg_cut.100,0.7123
67040,Advanced BM25,80427,map,1.0
67041,Advanced BM25,80427,recip_rank,1.0
67042,Advanced BM25,80427,P.5,1.0
67043,Advanced BM25,80427,P.10,0.8
67044,Advanced BM25,80427,P.100,0.08
67045,Advanced BM25,80427,ndcg_cut.5,0.7816
67046,Advanced BM25,80427,ndcg_cut.10,0.8806
67047,Advanced BM25,80427,ndcg_cut.100,0.8806
67248,Advanced BM25,80615,map,0.9526
67249,Advanced BM25,80615,recip_rank,1.0
67250,Advanced BM25,80615,P.5,1.0
67251,Advanced BM25,80615,P.10,0.8
67252,Advanced BM25,80615,P.100,0.08
67253,Advanced BM25,80615,ndcg_cut.5,0.8311
67254,Advanced BM25,80615,ndcg_cut.10,0.9483
67255,Advanced BM25,80615,ndcg_cut.100,0.9483
67272,Advanced BM25,80638,map,0.0
67273,Advanced BM25,80638,recip_rank,0.0
67274,Advanced BM25,80638,P.5,0.0
67275,Advanced BM25,80638,P.10,0.0
67276,Advanced BM25,80638,P.100,0.0
67277,Advanced BM25,80638,ndcg_cut.5,0.0
67278,Advanced BM25,80638,ndcg_cut.10,0.0
67279,Advanced BM25,80638,ndcg_cut.100,0.0
67312,Advanced BM25,80676,map,0.4603
67313,Advanced BM25,80676,recip_rank,0.5
67314,Advanced BM25,80676,P.5,0.4
67315,Advanced BM25,80676,P.10,0.2
67316,Advanced BM25,80676,P.100,0.03
67317,Advanced BM25,80676,ndcg_cut.5,0.5627
67318,Advanced BM25,80676,ndcg_cut.10,0.5627
67319,Advanced BM25,80676,ndcg_cut.100,0.6445
68776,Advanced BM25,8076,map,0.7856
68777,Advanced BM25,8076,recip_rank,1.0
68778,Advanced BM25,8076,P.5,0.8
68779,Advanced BM25,8076,P.10,0.4
68780,Advanced BM25,8076,P.100,0.05
68781,Advanced BM25,8076,ndcg_cut.5,0.8774
68782,Advanced BM25,8076,ndcg_cut.10,0.8774
68783,Advanced BM25,8076,ndcg_cut.100,0.9184
67416,Advanced BM25,80821,map,0.3187
67417,Advanced BM25,80821,recip_rank,1.0
67418,Advanced BM25,80821,P.5,0.4
67419,Advanced BM25,80821,P.10,0.2
67420,Advanced BM25,80821,P.100,0.03
67421,Advanced BM25,80821,ndcg_cut.5,0.5531
67422,Advanced BM25,80821,ndcg_cut.10,0.4952
67423,Advanced BM25,80821,ndcg_cut.100,0.575
67536,Advanced BM25,80917,map,0.3333
67537,Advanced BM25,80917,recip_rank,1.0
67538,Advanced BM25,80917,P.5,0.4
67539,Advanced BM25,80917,P.10,0.2
67540,Advanced BM25,80917,P.100,0.02
67541,Advanced BM25,80917,ndcg_cut.5,0.4537
67542,Advanced BM25,80917,ndcg_cut.10,0.4537
67543,Advanced BM25,80917,ndcg_cut.100,0.4537
67688,Advanced BM25,81065,map,0.8042
67689,Advanced BM25,81065,recip_rank,1.0
67690,Advanced BM25,81065,P.5,0.8
67691,Advanced BM25,81065,P.10,0.4
67692,Advanced BM25,81065,P.100,0.04
67693,Advanced BM25,81065,ndcg_cut.5,0.7593
67694,Advanced BM25,81065,ndcg_cut.10,0.7593
67695,Advanced BM25,81065,ndcg_cut.100,0.7593
68816,Advanced BM25,8127,map,0.6071
68817,Advanced BM25,8127,recip_rank,1.0
68818,Advanced BM25,8127,P.5,0.6
68819,Advanced BM25,8127,P.10,0.3
68820,Advanced BM25,8127,P.100,0.04
68821,Advanced BM25,8127,ndcg_cut.5,0.6028
68822,Advanced BM25,8127,ndcg_cut.10,0.6028
68823,Advanced BM25,8127,ndcg_cut.100,0.7035
68032,Advanced BM25,81316,map,0.1975
68033,Advanced BM25,81316,recip_rank,1.0
68034,Advanced BM25,81316,P.5,0.2
68035,Advanced BM25,81316,P.10,0.2
68036,Advanced BM25,81316,P.100,0.03
68037,Advanced BM25,81316,ndcg_cut.5,0.1815
68038,Advanced BM25,81316,ndcg_cut.10,0.2762
68039,Advanced BM25,81316,ndcg_cut.100,0.3033
68120,Advanced BM25,81382,map,1.0
68121,Advanced BM25,81382,recip_rank,1.0
68122,Advanced BM25,81382,P.5,1.0
68123,Advanced BM25,81382,P.10,0.5
68124,Advanced BM25,81382,P.100,0.05
68125,Advanced BM25,81382,ndcg_cut.5,1.0
68126,Advanced BM25,81382,ndcg_cut.10,1.0
68127,Advanced BM25,81382,ndcg_cut.100,1.0
68128,Advanced BM25,81384,map,0.0
68129,Advanced BM25,81384,recip_rank,0.0
68130,Advanced BM25,81384,P.5,0.0
68131,Advanced BM25,81384,P.10,0.0
68132,Advanced BM25,81384,P.100,0.0
68133,Advanced BM25,81384,ndcg_cut.5,0.0
68134,Advanced BM25,81384,ndcg_cut.10,0.0
68135,Advanced BM25,81384,ndcg_cut.100,0.0
68328,Advanced BM25,81496,map,0.8
68329,Advanced BM25,81496,recip_rank,1.0
68330,Advanced BM25,81496,P.5,0.8
68331,Advanced BM25,81496,P.10,0.4
68332,Advanced BM25,81496,P.100,0.04
68333,Advanced BM25,81496,ndcg_cut.5,0.8153
68334,Advanced BM25,81496,ndcg_cut.10,0.8153
68335,Advanced BM25,81496,ndcg_cut.100,0.8153
68360,Advanced BM25,81522,map,1.0
68361,Advanced BM25,81522,recip_rank,1.0
68362,Advanced BM25,81522,P.5,1.0
68363,Advanced BM25,81522,P.10,0.9
68364,Advanced BM25,81522,P.100,0.09
68365,Advanced BM25,81522,ndcg_cut.5,0.8073
68366,Advanced BM25,81522,ndcg_cut.10,0.9407
68367,Advanced BM25,81522,ndcg_cut.100,0.9407
68592,Advanced BM25,81655,map,0.1848
68593,Advanced BM25,81655,recip_rank,1.0
68594,Advanced BM25,81655,P.5,0.2
68595,Advanced BM25,81655,P.10,0.1
68596,Advanced BM25,81655,P.100,0.03
68597,Advanced BM25,81655,ndcg_cut.5,0.2184
68598,Advanced BM25,81655,ndcg_cut.10,0.2026
68599,Advanced BM25,81655,ndcg_cut.100,0.3116
68640,Advanced BM25,81682,map,0.0143
68641,Advanced BM25,81682,recip_rank,0.0714
68642,Advanced BM25,81682,P.5,0.0
68643,Advanced BM25,81682,P.10,0.0
68644,Advanced BM25,81682,P.100,0.01
68645,Advanced BM25,81682,ndcg_cut.5,0.0
68646,Advanced BM25,81682,ndcg_cut.10,0.0
68647,Advanced BM25,81682,ndcg_cut.100,0.1008
68696,Advanced BM25,81737,map,0.8367
68697,Advanced BM25,81737,recip_rank,1.0
68698,Advanced BM25,81737,P.5,1.0
68699,Advanced BM25,81737,P.10,0.6
68700,Advanced BM25,81737,P.100,0.06
68701,Advanced BM25,81737,ndcg_cut.5,0.865
68702,Advanced BM25,81737,ndcg_cut.10,0.8225
68703,Advanced BM25,81737,ndcg_cut.100,0.8225
68832,Advanced BM25,81864,map,0.0
68833,Advanced BM25,81864,recip_rank,0.0
68834,Advanced BM25,81864,P.5,0.0
68835,Advanced BM25,81864,P.10,0.0
68836,Advanced BM25,81864,P.100,0.0
68837,Advanced BM25,81864,ndcg_cut.5,0.0
68838,Advanced BM25,81864,ndcg_cut.10,0.0
