,name,qid,measure,value
47147,Advanced TFIDF,49849,P.10,0.4
47148,Advanced TFIDF,49849,P.100,0.04
47149,Advanced TFIDF,49849,ndcg_cut.5,0.7721
47150,Advanced TFIDF,49849,ndcg_cut.10,0.7721
47151,Advanced TFIDF,49849,ndcg_cut.100,0.7721
47264,Advanced TFIDF,49950,map,0.0
47265,Advanced TFIDF,49950,recip_rank,0.0
47266,Advanced TFIDF,49950,P.5,0.0
47267,Advanced TFIDF,49950,P.10,0.0
47268,Advanced TFIDF,49950,P.100,0.0
47269,Advanced TFIDF,49950,ndcg_cut.5,0.0
47270,Advanced TFIDF,49950,ndcg_cut.10,0.0
47271,Advanced TFIDF,49950,ndcg_cut.100,0.0
47360,Advanced TFIDF,50004,map,0.6901
47361,Advanced TFIDF,50004,recip_rank,1.0
47362,Advanced TFIDF,50004,P.5,0.8
47363,Advanced TFIDF,50004,P.10,0.5
47364,Advanced TFIDF,50004,P.100,0.09
47365,Advanced TFIDF,50004,ndcg_cut.5,0.8168
47366,Advanced TFIDF,50004,ndcg_cut.10,0.6969
47367,Advanced TFIDF,50004,ndcg_cut.100,0.8875
53328,Advanced TFIDF,5006,map,0.5566
53329,Advanced TFIDF,5006,recip_rank,1.0
53330,Advanced TFIDF,5006,P.5,0.4
53331,Advanced TFIDF,5006,P.10,0.4
53332,Advanced TFIDF,5006,P.100,0.05
53333,Advanced TFIDF,5006,ndcg_cut.5,0.4065
53334,Advanced TFIDF,5006,ndcg_cut.10,0.6152
53335,Advanced TFIDF,5006,ndcg_cut.100,0.6761
47472,Advanced TFIDF,50097,map,0.1328
47473,Advanced TFIDF,50097,recip_rank,0.2
47474,Advanced TFIDF,50097,P.5,0.2
47475,Advanced TFIDF,50097,P.10,0.2
47476,Advanced TFIDF,50097,P.100,0.03
47477,Advanced TFIDF,50097,ndcg_cut.5,0.0702
47478,Advanced TFIDF,50097,ndcg_cut.10,0.1995
47479,Advanced TFIDF,50097,ndcg_cut.100,0.2787
53344,Advanced TFIDF,5019,map,0.9128
53345,Advanced TFIDF,5019,recip_rank,1.0
53346,Advanced TFIDF,5019,P.5,1.0
53347,Advanced TFIDF,5019,P.10,1.0
53348,Advanced TFIDF,5019,P.100,0.16
53349,Advanced TFIDF,5019,ndcg_cut.5,0.82
53350,Advanced TFIDF,5019,ndcg_cut.10,0.8985
53351,Advanced TFIDF,5019,ndcg_cut.100,0.9289
47648,Advanced TFIDF,50238,map,0.7715
47649,Advanced TFIDF,50238,recip_rank,1.0
47650,Advanced TFIDF,50238,P.5,0.6
47651,Advanced TFIDF,50238,P.10,0.8
47652,Advanced TFIDF,50238,P.100,0.09
47653,Advanced TFIDF,50238,ndcg_cut.5,0.4216
47654,Advanced TFIDF,50238,ndcg_cut.10,0.6502
47655,Advanced TFIDF,50238,ndcg_cut.100,0.745
47808,Advanced TFIDF,50388,map,0.3067
47809,Advanced TFIDF,50388,recip_rank,1.0
47810,Advanced TFIDF,50388,P.5,0.6
47811,Advanced TFIDF,50388,P.10,0.3
47812,Advanced TFIDF,50388,P.100,0.05
47813,Advanced TFIDF,50388,ndcg_cut.5,0.4523
47814,Advanced TFIDF,50388,ndcg_cut.10,0.3508
47815,Advanced TFIDF,50388,ndcg_cut.100,0.4411
47832,Advanced TFIDF,50410,map,1.0
47833,Advanced TFIDF,50410,recip_rank,1.0
47834,Advanced TFIDF,50410,P.5,0.2
47835,Advanced TFIDF,50410,P.10,0.1
47836,Advanced TFIDF,50410,P.100,0.01
47837,Advanced TFIDF,50410,ndcg_cut.5,1.0
47838,Advanced TFIDF,50410,ndcg_cut.10,1.0
47839,Advanced TFIDF,50410,ndcg_cut.100,1.0
47928,Advanced TFIDF,50490,map,0.5
47929,Advanced TFIDF,50490,recip_rank,1.0
47930,Advanced TFIDF,50490,P.5,0.2
47931,Advanced TFIDF,50490,P.10,0.1
47932,Advanced TFIDF,50490,P.100,0.01
47933,Advanced TFIDF,50490,ndcg_cut.5,0.3801
47934,Advanced TFIDF,50490,ndcg_cut.10,0.3801
47935,Advanced TFIDF,50490,ndcg_cut.100,0.3801
47960,Advanced TFIDF,50514,map,1.0
47961,Advanced TFIDF,50514,recip_rank,1.0
47962,Advanced TFIDF,50514,P.5,1.0
47963,Advanced TFIDF,50514,P.10,0.6
47964,Advanced TFIDF,50514,P.100,0.06
47965,Advanced TFIDF,50514,ndcg_cut.5,0.8656
47966,Advanced TFIDF,50514,ndcg_cut.10,0.8744
47967,Advanced TFIDF,50514,ndcg_cut.100,0.8744
48088,Advanced TFIDF,50600,map,0.5857
48089,Advanced TFIDF,50600,recip_rank,1.0
48090,Advanced TFIDF,50600,P.5,1.0
48091,Advanced TFIDF,50600,P.10,0.6
48092,Advanced TFIDF,50600,P.100,0.06
48093,Advanced TFIDF,50600,ndcg_cut.5,0.9714
48094,Advanced TFIDF,50600,ndcg_cut.10,0.7744
48095,Advanced TFIDF,50600,ndcg_cut.100,0.7744
48320,Advanced TFIDF,50781,map,0.0188
48321,Advanced TFIDF,50781,recip_rank,0.1
48322,Advanced TFIDF,50781,P.5,0.0
48323,Advanced TFIDF,50781,P.10,0.1
48324,Advanced TFIDF,50781,P.100,0.02
48325,Advanced TFIDF,50781,ndcg_cut.5,0.0
48326,Advanced TFIDF,50781,ndcg_cut.10,0.0518
48327,Advanced TFIDF,50781,ndcg_cut.100,0.0852
48448,Advanced TFIDF,50837,map,0.4677
48449,Advanced TFIDF,50837,recip_rank,1.0
48450,Advanced TFIDF,50837,P.5,0.4
48451,Advanced TFIDF,50837,P.10,0.2
48452,Advanced TFIDF,50837,P.100,0.04
48453,Advanced TFIDF,50837,ndcg_cut.5,0.7156
48454,Advanced TFIDF,50837,ndcg_cut.10,0.7156
48455,Advanced TFIDF,50837,ndcg_cut.100,0.8089
48480,Advanced TFIDF,50882,map,0.2192
48481,Advanced TFIDF,50882,recip_rank,0.2
48482,Advanced TFIDF,50882,P.5,0.2
48483,Advanced TFIDF,50882,P.10,0.2
48484,Advanced TFIDF,50882,P.100,0.08
48485,Advanced TFIDF,50882,ndcg_cut.5,0.1312
48486,Advanced TFIDF,50882,ndcg_cut.10,0.1804
48487,Advanced TFIDF,50882,ndcg_cut.100,0.4436
48600,Advanced TFIDF,50964,map,0.0
48601,Advanced TFIDF,50964,recip_rank,0.0
48602,Advanced TFIDF,50964,P.5,0.0
48603,Advanced TFIDF,50964,P.10,0.0
48604,Advanced TFIDF,50964,P.100,0.0
48605,Advanced TFIDF,50964,ndcg_cut.5,0.0
48606,Advanced TFIDF,50964,ndcg_cut.10,0.0
48607,Advanced TFIDF,50964,ndcg_cut.100,0.0
48624,Advanced TFIDF,50969,map,0.0
48625,Advanced TFIDF,50969,recip_rank,0.0
48626,Advanced TFIDF,50969,P.5,0.0
48627,Advanced TFIDF,50969,P.10,0.0
48628,Advanced TFIDF,50969,P.100,0.0
48629,Advanced TFIDF,50969,ndcg_cut.5,0.0
48630,Advanced TFIDF,50969,ndcg_cut.10,0.0
48631,Advanced TFIDF,50969,ndcg_cut.100,0.0
48688,Advanced TFIDF,51008,map,0.206
48689,Advanced TFIDF,51008,recip_rank,1.0
48690,Advanced TFIDF,51008,P.5,0.2
48691,Advanced TFIDF,51008,P.10,0.1
48692,Advanced TFIDF,51008,P.100,0.02
48693,Advanced TFIDF,51008,ndcg_cut.5,0.5065
48694,Advanced TFIDF,51008,ndcg_cut.10,0.5065
48695,Advanced TFIDF,51008,ndcg_cut.100,0.5481
48704,Advanced TFIDF,51013,map,0.8767
48705,Advanced TFIDF,51013,recip_rank,1.0
48706,Advanced TFIDF,51013,P.5,0.8
48707,Advanced TFIDF,51013,P.10,0.5
48708,Advanced TFIDF,51013,P.100,0.05
48709,Advanced TFIDF,51013,ndcg_cut.5,0.8908
48710,Advanced TFIDF,51013,ndcg_cut.10,0.9686
48711,Advanced TFIDF,51013,ndcg_cut.100,0.9686
48832,Advanced TFIDF,51129,map,0.0
48833,Advanced TFIDF,51129,recip_rank,0.0
48834,Advanced TFIDF,51129,P.5,0.0
48835,Advanced TFIDF,51129,P.10,0.0
48836,Advanced TFIDF,51129,P.100,0.0
48837,Advanced TFIDF,51129,ndcg_cut.5,0.0
48838,Advanced TFIDF,51129,ndcg_cut.10,0.0
48839,Advanced TFIDF,51129,ndcg_cut.100,0.0
53480,Advanced TFIDF,5122,map,0.9924
53481,Advanced TFIDF,5122,recip_rank,1.0
53482,Advanced TFIDF,5122,P.5,1.0
53483,Advanced TFIDF,5122,P.10,1.0
53484,Advanced TFIDF,5122,P.100,0.11
53485,Advanced TFIDF,5122,ndcg_cut.5,0.7773
53486,Advanced TFIDF,5122,ndcg_cut.10,0.9211
53487,Advanced TFIDF,5122,ndcg_cut.100,0.923
49264,Advanced TFIDF,51451,map,0.8553
49265,Advanced TFIDF,51451,recip_rank,1.0
49266,Advanced TFIDF,51451,P.5,0.8
49267,Advanced TFIDF,51451,P.10,0.9
49268,Advanced TFIDF,51451,P.100,0.17
49269,Advanced TFIDF,51451,ndcg_cut.5,0.7682
49270,Advanced TFIDF,51451,ndcg_cut.10,0.8792
49271,Advanced TFIDF,51451,ndcg_cut.100,0.9072
49288,Advanced TFIDF,51455,map,0.0
49289,Advanced TFIDF,51455,recip_rank,0.0
49290,Advanced TFIDF,51455,P.5,0.0
49291,Advanced TFIDF,51455,P.10,0.0
49292,Advanced TFIDF,51455,P.100,0.0
49293,Advanced TFIDF,51455,ndcg_cut.5,0.0
49294,Advanced TFIDF,51455,ndcg_cut.10,0.0
49295,Advanced TFIDF,51455,ndcg_cut.100,0.0
49536,Advanced TFIDF,51642,map,0.038
49537,Advanced TFIDF,51642,recip_rank,0.0435
49538,Advanced TFIDF,51642,P.5,0.0
49539,Advanced TFIDF,51642,P.10,0.0
49540,Advanced TFIDF,51642,P.100,0.03
49541,Advanced TFIDF,51642,ndcg_cut.5,0.0
49542,Advanced TFIDF,51642,ndcg_cut.10,0.0
49543,Advanced TFIDF,51642,ndcg_cut.100,0.2431
49576,Advanced TFIDF,51661,map,0.0328
49577,Advanced TFIDF,51661,recip_rank,0.0625
49578,Advanced TFIDF,51661,P.5,0.0
49579,Advanced TFIDF,51661,P.10,0.0
49580,Advanced TFIDF,51661,P.100,0.03
49581,Advanced TFIDF,51661,ndcg_cut.5,0.0
49582,Advanced TFIDF,51661,ndcg_cut.10,0.0
49583,Advanced TFIDF,51661,ndcg_cut.100,0.2318
53568,Advanced TFIDF,5190,map,0.0331
53569,Advanced TFIDF,5190,recip_rank,0.0556
53570,Advanced TFIDF,5190,P.5,0.0
53571,Advanced TFIDF,5190,P.10,0.0
53572,Advanced TFIDF,5190,P.100,0.04
53573,Advanced TFIDF,5190,ndcg_cut.5,0.0
53574,Advanced TFIDF,5190,ndcg_cut.10,0.0
53575,Advanced TFIDF,5190,ndcg_cut.100,0.1958
53584,Advanced TFIDF,5198,map,0.0
53585,Advanced TFIDF,5198,recip_rank,0.0
53586,Advanced TFIDF,5198,P.5,0.0
53587,Advanced TFIDF,5198,P.10,0.0
53588,Advanced TFIDF,5198,P.100,0.0
53589,Advanced TFIDF,5198,ndcg_cut.5,0.0
53590,Advanced TFIDF,5198,ndcg_cut.10,0.0
53591,Advanced TFIDF,5198,ndcg_cut.100,0.0
53592,Advanced TFIDF,5203,map,0.2247
53593,Advanced TFIDF,5203,recip_rank,1.0
53594,Advanced TFIDF,5203,P.5,0.4
53595,Advanced TFIDF,5203,P.10,0.3
53596,Advanced TFIDF,5203,P.100,0.04
53597,Advanced TFIDF,5203,ndcg_cut.5,0.3836
53598,Advanced TFIDF,5203,ndcg_cut.10,0.35
53599,Advanced TFIDF,5203,ndcg_cut.100,0.3919
50088,Advanced TFIDF,52038,map,0.3526
50089,Advanced TFIDF,52038,recip_rank,0.5
50090,Advanced TFIDF,52038,P.5,0.4
50091,Advanced TFIDF,52038,P.10,0.4
50092,Advanced TFIDF,52038,P.100,0.05
50093,Advanced TFIDF,52038,ndcg_cut.5,0.3469
50094,Advanced TFIDF,52038,ndcg_cut.10,0.4715
50095,Advanced TFIDF,52038,ndcg_cut.100,0.5603
50128,Advanced TFIDF,52068,map,0.924
50129,Advanced TFIDF,52068,recip_rank,1.0
50130,Advanced TFIDF,52068,P.5,0.8
50131,Advanced TFIDF,52068,P.10,0.7
50132,Advanced TFIDF,52068,P.100,0.07
50133,Advanced TFIDF,52068,ndcg_cut.5,0.7012
50134,Advanced TFIDF,52068,ndcg_cut.10,0.899
50135,Advanced TFIDF,52068,ndcg_cut.100,0.899
50384,Advanced TFIDF,52266,map,0.8042
50385,Advanced TFIDF,52266,recip_rank,1.0
50386,Advanced TFIDF,52266,P.5,0.8
50387,Advanced TFIDF,52266,P.10,0.4
50388,Advanced TFIDF,52266,P.100,0.04
50389,Advanced TFIDF,52266,ndcg_cut.5,0.8836
50390,Advanced TFIDF,52266,ndcg_cut.10,0.8836
50391,Advanced TFIDF,52266,ndcg_cut.100,0.8836
50480,Advanced TFIDF,52353,map,1.0
50481,Advanced TFIDF,52353,recip_rank,1.0
50482,Advanced TFIDF,52353,P.5,1.0
50483,Advanced TFIDF,52353,P.10,0.5
50484,Advanced TFIDF,52353,P.100,0.05
50485,Advanced TFIDF,52353,ndcg_cut.5,0.8734
50486,Advanced TFIDF,52353,ndcg_cut.10,0.8734
50487,Advanced TFIDF,52353,ndcg_cut.100,0.8734
50616,Advanced TFIDF,52442,map,0.414
50617,Advanced TFIDF,52442,recip_rank,0.5
50618,Advanced TFIDF,52442,P.5,0.6
50619,Advanced TFIDF,52442,P.10,0.5
50620,Advanced TFIDF,52442,P.100,0.06
50621,Advanced TFIDF,52442,ndcg_cut.5,0.4448
50622,Advanced TFIDF,52442,ndcg_cut.10,0.4854
50623,Advanced TFIDF,52442,ndcg_cut.100,0.5531
50664,Advanced TFIDF,52473,map,0.0881
50665,Advanced TFIDF,52473,recip_rank,0.125
50666,Advanced TFIDF,52473,P.5,0.0
50667,Advanced TFIDF,52473,P.10,0.1
50668,Advanced TFIDF,52473,P.100,0.02
50669,Advanced TFIDF,52473,ndcg_cut.5,0.0
50670,Advanced TFIDF,52473,ndcg_cut.10,0.2398
50671,Advanced TFIDF,52473,ndcg_cut.100,0.3112
50712,Advanced TFIDF,52514,map,0.3056
50713,Advanced TFIDF,52514,recip_rank,1.0
50714,Advanced TFIDF,52514,P.5,0.2
50715,Advanced TFIDF,52514,P.10,0.2
50716,Advanced TFIDF,52514,P.100,0.02
50717,Advanced TFIDF,52514,ndcg_cut.5,0.2808
50718,Advanced TFIDF,52514,ndcg_cut.10,0.4498
50719,Advanced TFIDF,52514,ndcg_cut.100,0.4498
51016,Advanced TFIDF,52747,map,0.2769
51017,Advanced TFIDF,52747,recip_rank,1.0
51018,Advanced TFIDF,52747,P.5,0.2
51019,Advanced TFIDF,52747,P.10,0.1
51020,Advanced TFIDF,52747,P.100,0.03
51021,Advanced TFIDF,52747,ndcg_cut.5,0.2808
51022,Advanced TFIDF,52747,ndcg_cut.10,0.2808
51023,Advanced TFIDF,52747,ndcg_cut.100,0.4334
51040,Advanced TFIDF,52748,map,0.1524
51041,Advanced TFIDF,52748,recip_rank,0.3333
51042,Advanced TFIDF,52748,P.5,0.2
51043,Advanced TFIDF,52748,P.10,0.2
51044,Advanced TFIDF,52748,P.100,0.03
51045,Advanced TFIDF,52748,ndcg_cut.5,0.0984
51046,Advanced TFIDF,52748,ndcg_cut.10,0.2297
51047,Advanced TFIDF,52748,ndcg_cut.100,0.318
51184,Advanced TFIDF,52825,map,0.9625
51185,Advanced TFIDF,52825,recip_rank,1.0
51186,Advanced TFIDF,52825,P.5,1.0
51187,Advanced TFIDF,52825,P.10,0.9
51188,Advanced TFIDF,52825,P.100,0.1
51189,Advanced TFIDF,52825,ndcg_cut.5,0.8304
51190,Advanced TFIDF,52825,ndcg_cut.10,0.8287
51191,Advanced TFIDF,52825,ndcg_cut.100,0.8911
51232,Advanced TFIDF,52863,map,0.4913
51233,Advanced TFIDF,52863,recip_rank,1.0
51234,Advanced TFIDF,52863,P.5,0.4
51235,Advanced TFIDF,52863,P.10,0.2
51236,Advanced TFIDF,52863,P.100,0.05
51237,Advanced TFIDF,52863,ndcg_cut.5,0.4453
51238,Advanced TFIDF,52863,ndcg_cut.10,0.4453
51239,Advanced TFIDF,52863,ndcg_cut.100,0.6631
53672,Advanced TFIDF,5290,map,0.67
53673,Advanced TFIDF,5290,recip_rank,1.0
53674,Advanced TFIDF,5290,P.5,0.6
53675,Advanced TFIDF,5290,P.10,0.4
53676,Advanced TFIDF,5290,P.100,0.05
53677,Advanced TFIDF,5290,ndcg_cut.5,0.5683
53678,Advanced TFIDF,5290,ndcg_cut.10,0.7086
53679,Advanced TFIDF,5290,ndcg_cut.100,0.815
51480,Advanced TFIDF,52982,map,0.8
51481,Advanced TFIDF,52982,recip_rank,1.0
51482,Advanced TFIDF,52982,P.5,0.8
51483,Advanced TFIDF,52982,P.10,0.4
51484,Advanced TFIDF,52982,P.100,0.04
51485,Advanced TFIDF,52982,ndcg_cut.5,0.7777
51486,Advanced TFIDF,52982,ndcg_cut.10,0.7777
51487,Advanced TFIDF,52982,ndcg_cut.100,0.7777
53688,Advanced TFIDF,5299,map,0.5953
53689,Advanced TFIDF,5299,recip_rank,1.0
53690,Advanced TFIDF,5299,P.5,0.6
53691,Advanced TFIDF,5299,P.10,0.5
53692,Advanced TFIDF,5299,P.100,0.06
53693,Advanced TFIDF,5299,ndcg_cut.5,0.4909
53694,Advanced TFIDF,5299,ndcg_cut.10,0.5952
53695,Advanced TFIDF,5299,ndcg_cut.100,0.662
51664,Advanced TFIDF,53056,map,0.5648
51665,Advanced TFIDF,53056,recip_rank,1.0
51666,Advanced TFIDF,53056,P.5,0.6
51667,Advanced TFIDF,53056,P.10,0.3
51668,Advanced TFIDF,53056,P.100,0.04
51669,Advanced TFIDF,53056,ndcg_cut.5,0.6312
51670,Advanced TFIDF,53056,ndcg_cut.10,0.6312
51671,Advanced TFIDF,53056,ndcg_cut.100,0.675
51688,Advanced TFIDF,53066,map,1.0
51689,Advanced TFIDF,53066,recip_rank,1.0
51690,Advanced TFIDF,53066,P.5,1.0
51691,Advanced TFIDF,53066,P.10,0.6
51692,Advanced TFIDF,53066,P.100,0.06
51693,Advanced TFIDF,53066,ndcg_cut.5,1.0
51694,Advanced TFIDF,53066,ndcg_cut.10,1.0
51695,Advanced TFIDF,53066,ndcg_cut.100,1.0
51768,Advanced TFIDF,53092,map,0.8207
51769,Advanced TFIDF,53092,recip_rank,1.0
51770,Advanced TFIDF,53092,P.5,0.8
51771,Advanced TFIDF,53092,P.10,0.7
51772,Advanced TFIDF,53092,P.100,0.07
51773,Advanced TFIDF,53092,ndcg_cut.5,0.7371
51774,Advanced TFIDF,53092,ndcg_cut.10,0.8808
51775,Advanced TFIDF,53092,ndcg_cut.100,0.8808
52272,Advanced TFIDF,53413,map,0.1816
52273,Advanced TFIDF,53413,recip_rank,0.3333
52274,Advanced TFIDF,53413,P.5,0.2
52275,Advanced TFIDF,53413,P.10,0.1
52276,Advanced TFIDF,53413,P.100,0.02
52277,Advanced TFIDF,53413,ndcg_cut.5,0.3801
52278,Advanced TFIDF,53413,ndcg_cut.10,0.3801
52279,Advanced TFIDF,53413,ndcg_cut.100,0.4425
52360,Advanced TFIDF,53468,map,0.5496
52361,Advanced TFIDF,53468,recip_rank,1.0
52362,Advanced TFIDF,53468,P.5,0.6
52363,Advanced TFIDF,53468,P.10,0.3
52364,Advanced TFIDF,53468,P.100,0.04
52365,Advanced TFIDF,53468,ndcg_cut.5,0.511
52366,Advanced TFIDF,53468,ndcg_cut.10,0.511
52367,Advanced TFIDF,53468,ndcg_cut.100,0.5637
53816,Advanced TFIDF,5370,map,1.0
53817,Advanced TFIDF,5370,recip_rank,1.0
53818,Advanced TFIDF,5370,P.5,1.0
53819,Advanced TFIDF,5370,P.10,0.7
53820,Advanced TFIDF,5370,P.100,0.07
53821,Advanced TFIDF,5370,ndcg_cut.5,0.9344
53822,Advanced TFIDF,5370,ndcg_cut.10,0.9953
53823,Advanced TFIDF,5370,ndcg_cut.100,0.9953
52688,Advanced TFIDF,53704,map,0.5889
52689,Advanced TFIDF,53704,recip_rank,0.5
52690,Advanced TFIDF,53704,P.5,0.6
52691,Advanced TFIDF,53704,P.10,0.3
52692,Advanced TFIDF,53704,P.100,0.03
52693,Advanced TFIDF,53704,ndcg_cut.5,0.6445
52694,Advanced TFIDF,53704,ndcg_cut.10,0.6445
52695,Advanced TFIDF,53704,ndcg_cut.100,0.6445
52720,Advanced TFIDF,53734,map,1.0
52721,Advanced TFIDF,53734,recip_rank,1.0
52722,Advanced TFIDF,53734,P.5,1.0
52723,Advanced TFIDF,53734,P.10,0.8
52724,Advanced TFIDF,53734,P.100,0.08
52725,Advanced TFIDF,53734,ndcg_cut.5,0.8622
52726,Advanced TFIDF,53734,ndcg_cut.10,0.9435
52727,Advanced TFIDF,53734,ndcg_cut.100,0.9435
52784,Advanced TFIDF,53767,map,0.0968
52785,Advanced TFIDF,53767,recip_rank,0.2
52786,Advanced TFIDF,53767,P.5,0.2
52787,Advanced TFIDF,53767,P.10,0.1
52788,Advanced TFIDF,53767,P.100,0.04
52789,Advanced TFIDF,53767,ndcg_cut.5,0.1404
52790,Advanced TFIDF,53767,ndcg_cut.10,0.1404
52791,Advanced TFIDF,53767,ndcg_cut.100,0.3289
52824,Advanced TFIDF,53787,map,0.7295
52825,Advanced TFIDF,53787,recip_rank,1.0
52826,Advanced TFIDF,53787,P.5,0.6
52827,Advanced TFIDF,53787,P.10,0.5
52828,Advanced TFIDF,53787,P.100,0.05
52829,Advanced TFIDF,53787,ndcg_cut.5,0.5461
52830,Advanced TFIDF,53787,ndcg_cut.10,0.7474
52831,Advanced TFIDF,53787,ndcg_cut.100,0.7474
52840,Advanced TFIDF,53798,map,0.0312
52841,Advanced TFIDF,53798,recip_rank,0.125
52842,Advanced TFIDF,53798,P.5,0.0
52843,Advanced TFIDF,53798,P.10,0.1
52844,Advanced TFIDF,53798,P.100,0.01
52845,Advanced TFIDF,53798,ndcg_cut.5,0.0
52846,Advanced TFIDF,53798,ndcg_cut.10,0.1771
52847,Advanced TFIDF,53798,ndcg_cut.100,0.1771
52888,Advanced TFIDF,53838,map,0.7306
52889,Advanced TFIDF,53838,recip_rank,1.0
52890,Advanced TFIDF,53838,P.5,0.8
52891,Advanced TFIDF,53838,P.10,0.5
52892,Advanced TFIDF,53838,P.100,0.05
52893,Advanced TFIDF,53838,ndcg_cut.5,0.7799
52894,Advanced TFIDF,53838,ndcg_cut.10,0.7981
52895,Advanced TFIDF,53838,ndcg_cut.100,0.7981
53000,Advanced TFIDF,53889,map,0.1056
53001,Advanced TFIDF,53889,recip_rank,0.5
53002,Advanced TFIDF,53889,P.5,0.2
53003,Advanced TFIDF,53889,P.10,0.1
53004,Advanced TFIDF,53889,P.100,0.02
53005,Advanced TFIDF,53889,ndcg_cut.5,0.2756
53006,Advanced TFIDF,53889,ndcg_cut.10,0.2557
53007,Advanced TFIDF,53889,ndcg_cut.100,0.3063
53040,Advanced TFIDF,53931,map,0.65
53041,Advanced TFIDF,53931,recip_rank,1.0
53042,Advanced TFIDF,53931,P.5,0.6
53043,Advanced TFIDF,53931,P.10,0.3
53044,Advanced TFIDF,53931,P.100,0.03
53045,Advanced TFIDF,53931,ndcg_cut.5,0.7437
53046,Advanced TFIDF,53931,ndcg_cut.10,0.7437
53047,Advanced TFIDF,53931,ndcg_cut.100,0.7437
53088,Advanced TFIDF,53958,map,0.7802
53089,Advanced TFIDF,53958,recip_rank,1.0
53090,Advanced TFIDF,53958,P.5,0.8
53091,Advanced TFIDF,53958,P.10,0.6
53092,Advanced TFIDF,53958,P.100,0.06
53093,Advanced TFIDF,53958,ndcg_cut.5,0.6597
53094,Advanced TFIDF,53958,ndcg_cut.10,0.7871
53095,Advanced TFIDF,53958,ndcg_cut.100,0.7871
53144,Advanced TFIDF,53990,map,0.6483
53145,Advanced TFIDF,53990,recip_rank,1.0
53146,Advanced TFIDF,53990,P.5,1.0
53147,Advanced TFIDF,53990,P.10,0.6
53148,Advanced TFIDF,53990,P.100,0.07
53149,Advanced TFIDF,53990,ndcg_cut.5,0.7467
53150,Advanced TFIDF,53990,ndcg_cut.10,0.6812
53151,Advanced TFIDF,53990,ndcg_cut.100,0.711
53376,Advanced TFIDF,54195,map,0.5204
53377,Advanced TFIDF,54195,recip_rank,1.0
53378,Advanced TFIDF,54195,P.5,0.4
53379,Advanced TFIDF,54195,P.10,0.3
53380,Advanced TFIDF,54195,P.100,0.05
53381,Advanced TFIDF,54195,ndcg_cut.5,0.5633
53382,Advanced TFIDF,54195,ndcg_cut.10,0.6335
53383,Advanced TFIDF,54195,ndcg_cut.100,0.7841
53640,Advanced TFIDF,54422,map,0.0112
53641,Advanced TFIDF,54422,recip_rank,0.0312
53642,Advanced TFIDF,54422,P.5,0.0
53643,Advanced TFIDF,54422,P.10,0.0
53644,Advanced TFIDF,54422,P.100,0.03
53645,Advanced TFIDF,54422,ndcg_cut.5,0.0
53646,Advanced TFIDF,54422,ndcg_cut.10,0.0
53647,Advanced TFIDF,54422,ndcg_cut.100,0.1076
53664,Advanced TFIDF,54442,map,0.0508
53665,Advanced TFIDF,54442,recip_rank,0.1
53666,Advanced TFIDF,54442,P.5,0.0
53667,Advanced TFIDF,54442,P.10,0.1
53668,Advanced TFIDF,54442,P.100,0.02
53669,Advanced TFIDF,54442,ndcg_cut.5,0.0
53670,Advanced TFIDF,54442,ndcg_cut.10,0.1138
53671,Advanced TFIDF,54442,ndcg_cut.100,0.1655
53744,Advanced TFIDF,54482,map,0.7688
53745,Advanced TFIDF,54482,recip_rank,1.0
53746,Advanced TFIDF,54482,P.5,0.8
53747,Advanced TFIDF,54482,P.10,0.4
53748,Advanced TFIDF,54482,P.100,0.05
53749,Advanced TFIDF,54482,ndcg_cut.5,0.8908
53750,Advanced TFIDF,54482,ndcg_cut.10,0.8908
53751,Advanced TFIDF,54482,ndcg_cut.100,0.9432
53792,Advanced TFIDF,54503,map,0.5735
53793,Advanced TFIDF,54503,recip_rank,1.0
53794,Advanced TFIDF,54503,P.5,0.6
53795,Advanced TFIDF,54503,P.10,0.5
53796,Advanced TFIDF,54503,P.100,0.09
53797,Advanced TFIDF,54503,ndcg_cut.5,0.7406
53798,Advanced TFIDF,54503,ndcg_cut.10,0.6857
53799,Advanced TFIDF,54503,ndcg_cut.100,0.8515
53824,Advanced TFIDF,54524,map,0.0382
53825,Advanced TFIDF,54524,recip_rank,0.0455
53826,Advanced TFIDF,54524,P.5,0.0
53827,Advanced TFIDF,54524,P.10,0.0
53828,Advanced TFIDF,54524,P.100,0.05
53829,Advanced TFIDF,54524,ndcg_cut.5,0.0
53830,Advanced TFIDF,54524,ndcg_cut.10,0.0
53831,Advanced TFIDF,54524,ndcg_cut.100,0.2527
53928,Advanced TFIDF,5456,map,0.1455
53929,Advanced TFIDF,5456,recip_rank,1.0
53930,Advanced TFIDF,5456,P.5,0.2
53931,Advanced TFIDF,5456,P.10,0.1
53932,Advanced TFIDF,5456,P.100,0.04
53933,Advanced TFIDF,5456,ndcg_cut.5,0.1696
53934,Advanced TFIDF,5456,ndcg_cut.10,0.1323
53935,Advanced TFIDF,5456,ndcg_cut.100,0.298
46936,Advanced TFIDF,546,map,0.0
46937,Advanced TFIDF,546,recip_rank,0.0
46938,Advanced TFIDF,546,P.5,0.0
46939,Advanced TFIDF,546,P.10,0.0
46940,Advanced TFIDF,546,P.100,0.0
46941,Advanced TFIDF,546,ndcg_cut.5,0.0
46942,Advanced TFIDF,546,ndcg_cut.10,0.0
46943,Advanced TFIDF,546,ndcg_cut.100,0.0
